season,dropback_player_id,player,dropbacks,games,total_epa,epa_per_dropback,positive_epa_rate,sacks,scrambles,penalty_rows,identity_fallbacks,league_dropbacks,league_epa_per_dropback,epa_above_average_per_dropback,epa_above_average
2019,00-0022824,A.Lee,1,1,4.240687240380794,4.240687240380794,1.0,0,0,0,0,19839,0.0422891649790085,4.198398075401785,4.198398075401785
2019,00-0031363,M.Palardy,1,1,3.804443590459414,3.804443590459414,1.0,0,0,0,0,19839,0.0422891649790085,3.7621544254804054,3.7621544254804054
2019,00-0027685,E.Sanders,1,1,3.320115084410645,3.320115084410645,1.0,0,0,0,0,19839,0.0422891649790085,3.2778259194316366,3.2778259194316366
2019,00-0031051,J.Brown,1,1,3.1874308812548406,3.1874308812548406,1.0,0,0,0,0,19839,0.0422891649790085,3.145141716275832,3.145141716275832
2019,00-0027150,J.Edelman,2,2,5.536066588596441,2.7680332942982204,1.0,0,0,0,0,19839,0.0422891649790085,2.725744129319212,5.451488258638424
2019,00-0034348,C.Sutton,1,1,2.553815155522898,2.553815155522898,1.0,0,0,0,0,19839,0.0422891649790085,2.5115259905438894,2.5115259905438894
2019,00-0034959,A.Beck,1,1,2.3515461592469364,2.3515461592469364,1.0,0,0,0,0,19839,0.0422891649790085,2.309256994267928,2.309256994267928
2019,00-0031062,J.White,1,1,2.000194003863726,2.000194003863726,1.0,0,0,0,0,19839,0.0422891649790085,1.9579048388847173,1.9579048388847173
2019,00-0026035,D.Amendola,1,1,1.9585355066228658,1.9585355066228658,1.0,0,0,0,0,19839,0.0422891649790085,1.9162463416438573,1.9162463416438573
2019,00-0032543,A.Erickson,1,1,1.738960771006532,1.738960771006532,1.0,0,0,0,0,19839,0.0422891649790085,1.6966716060275235,1.6966716060275235
2019,00-0034860,D.Pettis,1,1,1.241805540630594,1.241805540630594,1.0,0,0,0,0,19839,0.0422891649790085,1.1995163756515854,1.1995163756515854
2019,00-0033471,I.Ford,1,1,1.101926905568689,1.101926905568689,1.0,0,1,0,1,19839,0.0422891649790085,1.0596377405896806,1.0596377405896806
2019,00-0028872,J.Hekker,3,3,3.2449600292020477,1.0816533430673492,0.6666666666666666,0,0,0,0,19839,0.0422891649790085,1.0393641780883407,3.1180925342650223
2019,00-0033906,A.Kamara,1,1,0.9648147185798734,0.9648147185798734,1.0,0,0,0,0,19839,0.0422891649790085,0.922525553600865,0.922525553600865
2019,00-0035297,K.Harmon,1,1,0.9028711734572425,0.9028711734572425,1.0,0,0,0,0,19839,0.0422891649790085,0.8605820084782341,0.8605820084782341
2019,00-0034437,L.Cooke,3,3,2.3299117676215246,0.7766372558738416,0.6666666666666666,1,0,0,0,19839,0.0422891649790085,0.7343480908948331,2.203044272684499
2019,00-0025825,B.Kern,2,2,1.4956223342451267,0.7478111671225633,0.5,0,0,0,0,19839,0.0422891649790085,0.7055220021435549,1.4110440042871097
2019,00-0028118,T.Taylor,6,2,3.6523738623363897,0.608728977056065,0.5,0,0,0,0,19839,0.0422891649790085,0.5664398120770565,3.398638872462339
2019,00-0031235,O.Beckham,2,2,0.9029249218292534,0.4514624609146267,0.5,0,0,0,0,19839,0.0422891649790085,0.40917329593561824,0.8183465918712365
2019,00-0034796,L.Jackson,459,15,170.16778299432877,0.37073591066302564,0.5010893246187363,23,37,7,0,19839,0.0422891649790085,0.3284467456840171,150.75705626896388
2019,00-0022787,M.Schaub,67,3,21.17538742842086,0.3160505586331471,0.5970149253731343,2,0,1,0,19839,0.0422891649790085,0.27376139365413865,18.34201337482729
2019,00-0033873,P.Mahomes,524,14,146.50830187794733,0.2795959959502812,0.5038167938931297,17,23,13,0,19839,0.0422891649790085,0.23730683097127267,124.34877942894687
2019,00-0020531,D.Brees,385,11,93.92994223985643,0.24397387594767905,0.5402597402597402,12,0,4,0,19839,0.0422891649790085,0.20168471096867055,77.64861372293815
2019,00-0029701,R.Tannehill,329,11,74.89469928783812,0.22764346288096693,0.5562310030395137,31,15,7,0,19839,0.0422891649790085,0.18535429790195843,60.981564009744325
2019,00-0021206,J.McCown,5,1,1.1289297543116845,0.2257859508623369,0.6,0,0,0,0,19839,0.0422891649790085,0.1834967858833284,0.917483929416642
2019,00-0026498,M.Stafford,316,8,69.64530322725527,0.2203965292001749,0.4936708860759494,18,9,0,0,19839,0.0422891649790085,0.1781073642211664,56.281927093888584
