game_id,play_id,dropback_player_id,dropback_player_name,identity_source,epa
2019_12_MIA_CLE,1143.0,00-0034799,K.Ballage,scramble_rusher_id,-0.29497473454102874
2019_17_MIA_NE,386.0,00-0033471,I.Ford,scramble_rusher_id,1.101926905568689
