season,dropback_player_id,player,games_with_dropbacks,dropbacks,raw_epa_db,adjusted_epa_db,resampled_rate_p025,resampled_rate_p975,status
2018,00-0033873,P.Mahomes,16,633,0.3595061217061745,0.36468706023285863,0.2853687169050115,0.46273184287298597,conditional_game_resampling
2018,00-0020531,D.Brees,15,510,0.2855783521496168,0.28613780647230314,0.11456812834283338,0.4622716543224626,conditional_game_resampling
2018,00-0022942,P.Rivers,16,545,0.22337846767205052,0.22351915051374127,0.07613661771652618,0.3550500599201735,conditional_game_resampling
2018,00-0033106,J.Goff,16,612,0.19336280947902004,0.19811440357961704,0.052063467097079354,0.34840104937826394,conditional_game_resampling
2018,00-0022924,B.Roethlisberger,16,708,0.18688883274543935,0.1926775138678726,0.07193549746076101,0.33141812068012017,conditional_game_resampling
2018,00-0026143,M.Ryan,16,666,0.17707307347402979,0.17255521803478188,0.05230302215317733,0.2888425086250946,conditional_game_resampling
2018,00-0029263,R.Wilson,16,499,0.1717064212366294,0.17043661232790983,0.01750764556057747,0.3246397855202188,conditional_game_resampling
2018,00-0023682,R.Fitzpatrick,8,283,0.16634554160455822,0.1689138479913063,-0.04492003203542379,0.44482578145263096,conditional_game_resampling
2018,00-0019596,T.Brady,16,594,0.1513314694341775,0.15419485723322698,0.01879533103097237,0.2674123473541307,conditional_game_resampling
2018,00-0033869,M.Trubisky,14,493,0.14514207427560935,0.14275876876770469,0.0013511261670765108,0.3067730486112463,conditional_game_resampling
2018,00-0029668,A.Luck,16,676,0.14058251677415112,0.1405510126803646,0.03007627174820926,0.26841036429181736,conditional_game_resampling
2018,00-0031503,J.Winston,11,440,0.1411853155933515,0.13637851266199644,0.0049965947337617,0.28522027271712685,conditional_game_resampling
2018,00-0023459,A.Rodgers,16,677,0.11164085039212837,0.12361711429110461,0.04908200666859852,0.18855218636024912,conditional_game_resampling
2018,00-0033537,D.Watson,16,619,0.11343308422898385,0.1170371531129424,0.008659257844181903,0.21647338116095804,conditional_game_resampling
2018,00-0033319,N.Mullens,8,288,0.106701041581917,0.10530278844387597,-0.04224848273574975,0.28167502443521963,conditional_game_resampling
2018,00-0032950,C.Wentz,11,446,0.0882877840119141,0.08738443197330256,-0.06830425157394196,0.23495813235259,conditional_game_resampling
2018,00-0029567,N.Foles,5,204,0.08860776076666892,0.08549327307168256,-0.15890414307128234,0.3048414598090623,conditional_game_resampling
2018,00-0027973,A.Dalton,11,395,0.06692487759148286,0.06638475867096044,-0.09331230424003238,0.1931448472050126,conditional_game_resampling
2018,00-0027939,C.Newton,14,523,0.0693411552396131,0.06352967830071268,-0.04533817635113316,0.1703206933570228,conditional_game_resampling
2018,00-0034855,B.Mayfield,14,525,0.06558667328767766,0.059348844680575975,-0.10261536201543016,0.2447562388230834,conditional_game_resampling
2018,00-0032268,M.Mariota,14,407,0.047438134653518045,0.0518849276285849,-0.10025860599028774,0.18195439769670918,conditional_game_resampling
2018,00-0026158,J.Flacco,9,396,0.04029297319396661,0.05066579676039187,-0.0813137464632148,0.1986969863678749,conditional_game_resampling
2018,00-0033077,D.Prescott,16,611,0.048956550833892984,0.043219613479946004,-0.06901710410521039,0.1478670903656899,conditional_game_resampling
2018,00-0022803,E.Manning,16,626,0.0345249015563407,0.03531364283181552,-0.08699942532804031,0.17320393586022378,conditional_game_resampling
2018,00-0031345,J.Garoppolo,3,107,0.002708362598029522,0.019867277792472257,-0.28028210328606823,0.20590807292678126,conditional_game_resampling
2018,00-0026498,M.Stafford,16,607,0.005769937472408089,0.01289386235413757,-0.1162481645394341,0.14985459875875445,conditional_game_resampling
2018,00-0031280,D.Carr,16,605,-0.002878452117024325,-0.000387826683622714,-0.12429947065875542,0.12599379996065152,conditional_game_resampling
2018,00-0034857,J.Allen,12,394,-0.025261653269266198,-0.02431105081407827,-0.20553334250058514,0.15813410107779377,conditional_game_resampling
2018,00-0023436,A.Smith,10,369,-0.020796331986659637,-0.028151077362752575,-0.1543657719028125,0.10370628292751623,conditional_game_resampling
2018,00-0034796,L.Jackson,12,203,-0.013412449538312004,-0.02961553172273587,-0.20395958865417993,0.11025976312434937,conditional_game_resampling
2018,00-0028986,C.Keenum,16,630,-0.02381181851060672,-0.0312517904544142,-0.06636891256956716,0.007158479271237046,conditional_game_resampling
2018,00-0032436,J.Driskel,8,203,-0.03207130121527437,-0.03127219224306186,-0.17156278525127813,0.13936297761404032,conditional_game_resampling
2018,00-0029604,K.Cousins,16,660,-0.03445872527130898,-0.03735135653079394,-0.1714460740417475,0.08998280242811266,conditional_game_resampling
2018,00-0029682,B.Osweiler,7,198,-0.04308438422848539,-0.048163493322844704,-0.28726515579021755,0.22037914575083245,conditional_game_resampling
2018,00-0034869,S.Darnold,13,458,-0.048412283176380105,-0.0494068098715459,-0.22008413904630292,0.13627516745544488,conditional_game_resampling
2018,00-0031407,B.Bortles,13,473,-0.07090033236139044,-0.06804025374411211,-0.2384998273645855,0.10285931701944542,conditional_game_resampling
2018,00-0026300,J.Johnson,4,113,-0.07535837638377815,-0.07617428716573026,-0.42185714487228443,0.2638155558508411,conditional_game_resampling
2018,00-0033936,C.Beathard,5,198,-0.1338778255202534,-0.1286716218722664,-0.37177970549203543,0.061646937023636626,conditional_game_resampling
2018,00-0029701,R.Tannehill,11,315,-0.16791527096148162,-0.16182237879225572,-0.3657041278816341,0.07152417415260665,conditional_game_resampling
2018,00-0033104,C.Kessler,5,168,-0.17958501697244372,-0.1772096754721381,-0.32864085130718756,-0.07381674061029522,conditional_game_resampling
2018,00-0028118,T.Taylor,4,107,-0.17934497371918612,-0.18471207603494041,-0.38414979029132706,0.06407457205050267,conditional_game_resampling
2018,00-0021206,J.McCown,4,121,-0.24459677016530115,-0.2253930526946526,-0.5285797370495617,-0.0023216318361430634,conditional_game_resampling
2018,00-0027948,B.Gabbert,6,106,-0.21957891874443833,-0.2419509094813883,-0.4671376832484342,0.023026894672402716,conditional_game_resampling
2018,00-0034343,J.Rosen,14,451,-0.329165600487295,-0.3397014258184852,-0.49078506338640976,-0.1936163030920635,conditional_game_resampling
