game_id,play_id,dropback_player_id,dropback_player_name,identity_source,epa
2020_15_CAR_GB,3100.0,00-0034052,B.Zylstra,scramble_rusher_id,-0.3697966646286659
2020_17_WAS_PHI,2406.0,00-0036398,J.Hightower,scramble_rusher_id,-0.5564794312231243
