season,dropback_player_id,player,dropbacks,games,total_epa,epa_per_dropback,positive_epa_rate,sacks,scrambles,penalty_rows,identity_fallbacks,league_dropbacks,league_epa_per_dropback,epa_above_average_per_dropback,epa_above_average
2020,00-0022824,A.Lee,1,1,4.014011434279382,4.014011434279382,1.0,0,0,0,0,19932,0.0778852461675433,3.936126188111839,3.936126188111839
2020,00-0031941,J.Crowder,1,1,3.8461674444843084,3.8461674444843084,1.0,0,0,0,0,19932,0.0778852461675433,3.768282198316765,3.768282198316765
2020,00-0035889,T.Townsend,1,1,3.4530158574925736,3.4530158574925736,1.0,0,0,0,0,19932,0.0778852461675433,3.37513061132503,3.37513061132503
2020,00-0024417,S.Koch,1,1,3.3933274865266867,3.3933274865266867,1.0,0,0,0,0,19932,0.0778852461675433,3.3154422403591433,3.3154422403591433
2020,00-0035290,J.Johnson,1,1,3.115367458667606,3.115367458667606,1.0,0,0,0,0,19932,0.0778852461675433,3.0374822125000627,3.0374822125000627
2020,00-0029000,C.Beasley,1,1,2.913771021645516,2.913771021645516,1.0,0,0,0,0,19932,0.0778852461675433,2.8358857754779727,2.8358857754779727
2020,00-0034960,J.Meyers,2,2,5.631342348933686,2.815671174466843,1.0,0,0,0,0,19932,0.0778852461675433,2.7377859282992993,5.475571856598599
2020,00-0033466,I.McKenzie,1,1,2.2947238330962136,2.2947238330962136,1.0,0,0,0,0,19932,0.0778852461675433,2.21683858692867,2.21683858692867
2020,00-0033891,Z.Jones,1,1,2.2214208621298894,2.2214208621298894,1.0,0,0,0,0,19932,0.0778852461675433,2.143535615962346,2.143535615962346
2020,00-0031260,L.Thomas,1,1,1.8633733799215406,1.8633733799215406,1.0,0,0,0,0,19932,0.0778852461675433,1.7854881337539974,1.7854881337539974
2020,00-0031382,J.Landry,4,4,7.160423655761406,1.7901059139403515,1.0,0,0,1,0,19932,0.0778852461675433,1.7122206677728082,6.848882671091233
2020,00-0027150,J.Edelman,2,1,3.4443048023385927,1.7221524011692964,1.0,0,0,0,0,19932,0.0778852461675433,1.6442671550017531,3.2885343100035063
