season,dropback_player_id,player,dropbacks,games,total_epa,epa_per_dropback,positive_epa_rate,sacks,scrambles,penalty_rows,identity_fallbacks,league_dropbacks,league_epa_per_dropback,epa_above_average_per_dropback,epa_above_average,schedule_adjustment_total,schedule_adjustment_per_dropback,opponent_adjusted_epa_per_dropback,opponent_adjusted_epa_above_average
2023,00-0036313,B.Mann,1,1,4.209326545824297,4.209326545824297,1.0,0,0,0,0,20693,-0.001131078581726837,4.210457624406024,4.210457624406024,0.01603340324535178,0.01603340324535178,4.225359949069649,4.226491027651376
2023,00-0033557,J.Reeves-Maybin,1,1,4.1430035991361365,4.1430035991361365,1.0,0,0,0,0,20693,-0.001131078581726837,4.144134677717863,4.144134677717863,0.03801437409486477,0.03801437409486477,4.181017973231001,4.182149051812728
2023,00-0027114,T.Morstead,1,1,2.6709000263363123,2.6709000263363123,1.0,0,0,0,0,20693,-0.001131078581726837,2.672031104918039,2.672031104918039,-0.00011921219552798269,-0.00011921219552798269,2.6707808141407843,2.671911892722511
2023,00-0034437,L.Cooke,1,1,2.5643760072416626,2.5643760072416626,1.0,0,0,0,0,20693,-0.001131078581726837,2.5655070858233895,2.5655070858233895,0.018825341245005834,0.018825341245005834,2.5832013484866683,2.584332427068395
2023,00-0035889,T.Townsend,1,1,2.439640676777344,2.439640676777344,1.0,0,0,0,0,20693,-0.001131078581726837,2.440771755359071,2.440771755359071,-0.00598614518884503,-0.00598614518884503,2.433654531588499,2.434785610170226
2023,00-0038391,S.Clifford,1,1,2.1436268281540833,2.1436268281540833,1.0,0,0,0,0,20693,-0.001131078581726837,2.1447579067358102,2.1447579067358102,0.006938080730304297,0.006938080730304297,2.1505649088843874,2.1516959874661143
2023,00-0035250,D.Singletary,1,1,1.8422965880599804,1.8422965880599804,1.0,0,0,0,0,20693,-0.001131078581726837,1.8434276666417073,1.8434276666417073,0.006978428800870697,0.006978428800870697,1.8492750168608512,1.850406095442578
2023,00-0037238,D.London,1,1,1.8440146018983796,1.8440146018983796,1.0,0,0,0,0,20693,-0.001131078581726837,1.8451456804801065,1.8451456804801065,-0.013681268948329176,-0.013681268948329176,1.8303333329500504,1.8314644115317773
2023,00-0030279,K.Allen,2,2,3.514876914501656,1.757438457250828,0.5,0,0,0,0,20693,-0.001131078581726837,1.7585695358325548,3.5171390716651096,-0.04679167039274603,-0.023395835196373015,1.734042622054455,3.4703474012723636
2023,00-0032764,D.Henry,3,3,4.522410724341171,1.5074702414470569,0.6666666666666666,0,0,0,0,20693,-0.001131078581726837,1.5086013200287838,4.5258039600863516,-0.0517344133561927,-0.017244804452064232,1.4902254369949925,4.474069546730159
2023,00-0036919,K.Gainwell,1,1,1.2345058486098424,1.2345058486098424,1.0,0,0,0,0,20693,-0.001131078581726837,1.2356369271915693,1.2356369271915693,-0.02883523678244374,-0.02883523678244374,1.2056706118273985,1.2068016904091254
2023,00-0031376,J.McKinnon,1,1,1.1053474548389204,1.1053474548389204,1.0,0,0,0,0,20693,-0.001131078581726837,1.1064785334206473,1.1064785334206473,-0.0015464797205527489,-0.0015464797205527489,1.1038009751183677,1.1049320537000946
2023,00-0038393,D.Wicks,1,1,0.8892822902998887,0.8892822902998887,1.0,0,0,0,0,20693,-0.001131078581726837,0.8904133688816155,0.8904133688816155,-0.03044121675729234,-0.03044121675729234,0.8588410735425963,0.8599721521243231
2023,00-0033119,J.Brissett,25,2,18.06743470285437,0.7226973881141748,0.56,0,2,2,0,20693,-0.001131078581726837,0.7238284666959016,18.09571166739754,0.6058389823405327,0.024233559293621306,0.7469309474077961,18.701550649738074
2023,00-0034960,J.Meyers,4,3,2.345017220941372,0.586254305235343,0.75,0,1,0,0,20693,-0.001131078581726837,0.5873853838170698,2.3495415352682794,0.011994890145431807,0.0029987225363579516,0.589253027771701,2.361536425413711
2023,00-0037834,B.Purdy,486,16,151.3882111909916,0.3114983769361967,0.5473251028806584,28,17,10,0,20693,-0.001131078581726837,0.31262945551792354,151.93791538171084,1.0733208918029196,0.002208479201240575,0.31370685613743726,153.01123627351376
2023,00-0032950,C.Wentz,30,1,7.007688460114878,0.23358961533716258,0.5666666666666667,2,4,0,0,20693,-0.001131078581726837,0.23472069391888942,7.041620817566683,0.8196493790976654,0.027321645969922183,0.26091126130708475,7.861270196664348
2023,00-0033357,T.Hill,16,10,3.9519251717138104,0.24699532323211315,0.5,2,3,0,0,20693,-0.001131078581726837,0.24812640181384,3.97002242902144,-0.1461293674541254,-0.009133085465882837,0.2378622377662303,3.8238930615673143
2023,00-0033077,D.Prescott,656,17,134.09053333977207,0.20440630082282327,0.5045731707317073,39,27,10,0,20693,-0.001131078581726837,0.2055373794045501,134.83252088938488,-5.69308012806889,-0.008678475804983064,0.1957278250178402,129.139440761316
2023,00-0036212,T.Tagovailoa,603,17,107.32645789852464,0.17798749236902925,0.49917081260364843,29,16,7,0,20693,-0.001131078581726837,0.1791185709507561,108.00849828330593,3.9348277116045853,0.006525419090554868,0.18451291145958412,111.94332599491051
2023,00-0034857,J.Allen,649,17,107.55426885015937,0.16572306448406685,0.5069337442218799,24,48,12,0,20693,-0.001131078581726837,0.1668541430657937,108.2883388497001,0.779344693877067,0.0012008392817828457,0.1669239037658497,109.06768354357716
2023,00-0034771,M.Rudolph,82,4,13.250466969327105,0.16159106060155007,0.47560975609756095,6,2,0,0,20693,-0.001131078581726837,0.1627221391832769,13.343215413028705,0.34094215781369075,0.004157831192849887,0.16574889179439994,13.684157570842396
