dropback_player_id,player,first_observed_season,last_observed_season,observed_seasons,qualified_seasons,qualified_seasons_above_100,dropbacks,dropback_weighted_season_pass_plus,pooled_adjusted_epa_per_dropback,sum_season_adjusted_epa_above_average
00-0034401,M.White,2021,2024,4,0,0,338,91.15783830697458,-0.08186403656266712,-36.606782250493346
00-0034411,R.Gage,2020,2020,1,0,0,2,181.05395326765552,1.0620052011957948,1.968239910056503
00-0034412,L.Falk,2019,2019,1,0,0,89,39.36897894946968,-0.6767024601788936,-63.99025463905329
00-0034418,C.Wilson,2020,2024,5,0,0,9,160.60381965759683,0.795713587257792,6.765171535293649
00-0034419,B.Berrios,2022,2022,1,0,0,1,195.7342631045188,1.169035239791812,1.1535619942658892
00-0034437,L.Cooke,2018,2023,3,0,0,5,216.1234608630547,1.5158855567839595,7.397393752896138
00-0034438,L.Woodside,2020,2023,2,0,0,9,23.369098935369152,-0.9024315302730387,-8.348753039469619
00-0034521,A.Lazard,2024,2024,1,0,0,1,15.695745705062052,-1.0128682206109632,-1.0652190930674441
00-0034577,K.Allen,2018,2025,7,1,0,794,91.95487885894745,-0.04888480222157409,-74.05123560608985
00-0034613,T.Hudson,2023,2023,1,0,0,1,-85.88027703669746,-2.2522095657213406,-2.2510784871396137
00-0034721,C.Bojorquez,2018,2025,2,0,0,2,-77.83322781281379,-2.361166488697943,-4.821775703376886
00-0034771,M.Rudolph,2019,2025,6,2,0,799,93.91121850325635,-0.03068463454865617,-58.791248732292416
00-0034775,C.Kirk,2021,2023,3,0,0,4,118.57178111465815,0.2524621195625058,0.9561586079428097
00-0034796,L.Jackson,2018,2025,8,8,7,3418,110.13636119012457,0.16234238001234402,420.941211995181
00-0034799,K.Ballage,2019,2019,1,0,0,1,71.56117715978839,-0.29495198810037826,-0.33724115307938674
00-0034827,D.Moore,2020,2025,3,0,0,3,173.7417170308945,0.9834570605507662,2.776989951715634
00-0034829,M.Gesicki,2021,2021,1,0,0,1,48.76688587672678,-0.591467390284872,-0.6319461722296164
00-0034844,S.Barkley,2024,2024,1,0,0,1,-37.51877068615869,-1.6852556269447674,-1.7376064994012483
00-0034855,B.Mayfield,2018,2025,8,8,5,4422,101.73617643564276,0.0632089029753917,97.95030112875945
00-0034857,J.Allen,2018,2025,8,8,6,4664,110.67483210826963,0.16969551550724601,607.4036245400542
00-0034860,D.Pettis,2019,2021,2,0,0,2,187.35456901011446,1.0958230116969863,2.1088780764702197
00-0034869,S.Darnold,2018,2025,8,6,2,3169,95.56648272605975,-0.006811672422957744,-176.3481906827759
00-0034899,J.Wolford,2020,2022,3,0,0,120,76.0479028297405,-0.25177930948235244,-34.81663831003519
00-0034928,S.Sims,2019,2019,1,0,0,1,62.818911003438465,-0.39862195839625164,-0.4409111233752601
00-0034955,B.Rypien,2020,2025,5,0,0,184,74.03014495657514,-0.28828104803932,-57.81337904430653
00-0034959,A.Beck,2019,2019,1,0,0,1,292.0700362212756,2.3199474510200973,2.2776582860410888
00-0034960,J.Meyers,2020,2024,4,0,0,9,172.89915219980756,0.9119344801004926,7.922855706550283
00-0035040,D.Blough,2019,2022,4,0,0,273,79.22509618259014,-0.21021606052834435,-67.61442400725065
00-0035042,J.Gillan,2022,2022,1,0,0,1,-223.75037731077344,-3.885597476533272,-3.901070722059195
00-0035100,J.Browning,2023,2025,2,1,1,421,98.19728013663664,-0.012300577771294414,-10.81247336423062
00-0035146,T.McSorley,2020,2022,2,0,0,101,71.65532955169326,-0.31911056024512113,-34.479496389933246
00-0035156,J.Fox,2021,2024,3,0,0,5,287.0038244135843,2.347351579221569,11.547497432291209
00-0035190,A.Cole,2024,2024,1,0,0,1,441.1846852349106,4.363360370304034,4.311009497847553
00-0035228,K.Murray,2019,2025,7,6,3,3324,101.44102699474395,0.06171929695544818,61.72158220766421
00-0035232,D.Haskins,2019,2020,2,2,0,511,80.2976794689175,-0.17557012286532456,-120.86584584698151
00-0035250,D.Singletary,2023,2023,1,0,0,1,252.7952044392345,1.8492750168608512,1.850406095442578
00-0035251,W.Grier,2019,2019,1,0,0,63,58.41085771141515,-0.45089476108537546,-31.07058734205619
00-0035264,J.Stidham,2019,2024,5,0,0,233,89.63444209682717,-0.10042109088596321,-29.033009008065072
00-0035282,E.Stick,2020,2023,2,0,0,197,89.75755397625397,-0.12477433620214132,-24.436738075970926
00-0035289,G.Minshew II,2019,2025,7,4,1,1983,96.58961553258001,-0.004461401622639891,-83.5745746080192
00-0035290,J.Johnson,2020,2020,1,0,0,1,348.7206677045176,3.0977376092927122,3.019852363125169
00-0035297,K.Harmon,2019,2019,1,0,0,1,168.32999694002248,0.852578925825969,0.8102897608469605
00-0035350,P.Williams,2019,2019,1,0,0,1,16.334056179740728,-0.9498615835225589,-0.9921507485015674
00-0035510,J.Smith,2020,2020,1,0,0,1,-65.6782984571795,-1.933704726358825,-2.0115899725263686
00-0035544,T.Kennedy,2021,2021,1,0,0,1,509.70506035259024,5.0940764221340595,5.053597640189315
00-0035577,D.Hodges,2019,2019,1,0,0,183,85.5300392757517,-0.1293025449548835,-31.401282917902233
00-0035639,P.Campbell,2023,2023,1,0,0,1,-27.208007936640655,-1.5416668181616893,-1.5405357395799624
00-0035645,G.Olszewski,2025,2025,1,0,0,2,192.08592760794846,1.194254396643343,2.302218570661405
00-0035652,R.Finley,2019,2020,2,0,0,147,51.753873539187126,-0.523079710422892,-84.63985617518637
00-0035676,A.Brown,2021,2021,1,0,0,2,46.42200372274761,-0.6203908575949244,-1.3217392790793374
00-0035685,D.Montgomery,2021,2025,3,0,0,5,40.38642060332834,-0.6889833305042046,-3.6671816408601696
00-0035700,J.Jacobs,2023,2023,1,0,0,1,10.265673736133138,-1.0878467572477224,-1.0867156786659955
00-0035704,D.Lock,2019,2025,6,2,0,1069,90.74539481953441,-0.05750442358603309,-121.91726501218528
00-0035710,D.Jones,2019,2025,7,7,2,3024,95.65486255719767,-0.011206479543433786,-159.2273116050032
00-0035719,D.Samuel,2021,2024,3,0,0,4,86.84383135651382,-0.13976158786117093,-0.6912237092089264
00-0035752,C.Streveler,2020,2022,3,0,0,49,60.238319732856894,-0.4394009648102035,-23.712318755045217
00-0035831,J.Robinson,2020,2020,1,0,0,1,-273.70350147428655,-4.459451407238265,-4.537336653405808
00-0035859,B.Gillikin,2021,2021,1,0,0,1,-89.32975066540084,-2.294850882660537,-2.3353296646052812
00-0035864,K.Hinton,2020,2021,2,0,0,12,-12.299978888376708,-1.2928697490444079,-16.411653478320616
00-0035889,T.Townsend,2020,2023,4,0,0,4,227.0629079512381,1.5966988421694928,6.254089173621487
00-0035939,B.Perkins,2022,2022,1,0,0,46,74.63615303215988,-0.29015160540684054,-14.058743142907106
00-0035993,T.Huntley,2020,2025,6,1,0,656,93.23084160308723,-0.047727665703187365,-54.89170920730305
00-0036133,J.Proche,2022,2022,1,0,0,1,-235.06091827675363,-4.0218852565801875,-4.03735850210611
00-0036142,I.Wright,2020,2020,1,0,0,1,47.84190012463986,-0.5553944994137443,-0.6332797455812876
00-0036145,L.Cager,2022,2022,1,0,0,1,31.54861153778903,-0.8093403334800461,-0.8248135790059687
00-0036197,J.Fromm,2021,2021,1,0,0,72,60.312455300991665,-0.4490560118486526,-35.24650515312459
00-0036212,T.Tagovailoa,2020,2025,6,6,4,2629,107.09842298740674,0.12050638139328164,227.9799017736878
00-0036226,J.Eason,2021,2022,2,0,0,10,53.13659380916933,-0.5442253492692285,-5.7220136300456215
00-0036261,B.Aiyuk,2021,2021,1,0,0,1,80.31296088508522,-0.20235535422098216,-0.24283413616572652
00-0036264,J.Love,2021,2025,5,3,3,1655,110.64776351700334,0.16013593450740443,218.14637030629513
00-0036275,D.Swift,2021,2021,1,0,0,1,21.58504756045241,-0.9267477840708679,-0.9672265660156122
