dropback_player_id,player,first_observed_season,last_observed_season,observed_seasons,qualified_seasons,qualified_seasons_above_100,dropbacks,dropback_weighted_season_pass_plus,pooled_adjusted_epa_per_dropback,sum_season_adjusted_epa_above_average
00-0028664,C.Jones,2020,2020,1,0,0,1,-182.96003778561578,-3.357685857203849,-3.4355711033713923
00-0028872,J.Hekker,2017,2024,6,0,0,14,52.127947139675136,-0.5774089039733522,-8.596829698354655
00-0028954,R.Golden,2017,2017,1,0,0,1,475.09512845318517,4.962108114851744,4.956442234571318
00-0028986,C.Keenum,2017,2023,7,3,1,1572,97.56858112336162,0.002872355125950715,-49.13100776049333
00-0029000,C.Beasley,2018,2021,3,0,0,3,151.03905328227754,0.6477109832544506,1.768471306982704
00-0029263,R.Wilson,2017,2025,9,8,4,4480,101.21069812347767,0.052801247375379695,75.05347358409404
00-0029304,B.Nortman,2017,2017,1,0,0,1,435.40304406212687,4.437623768000078,4.431957887719652
00-0029493,R.Quigley,2017,2017,1,0,0,1,-102.68557400055207,-2.6725862832638643,-2.67825216354429
00-0029567,N.Foles,2017,2022,6,2,1,860,87.54887170961328,-0.09800627100794364,-130.00760224847247
00-0029604,K.Cousins,2017,2025,9,9,6,4701,102.08233729050693,0.06073694957483852,108.36080319001498
00-0029623,A.Tanney,2019,2019,1,0,0,1,87.06491911348402,-0.11110120626996288,-0.15339037124897137
00-0029632,M.Sanu,2017,2018,2,0,0,3,231.49047391558656,1.7983805226135268,5.2768804582234345
00-0029664,J.Gordon,2019,2019,1,0,0,1,-145.15741013583073,-2.8649045731268012,-2.9071937381058097
00-0029665,R.Griffin III,2018,2020,3,0,0,67,73.95317789548965,-0.2644616858616868,-21.241491084667786
00-0029668,A.Luck,2018,2018,1,1,1,676,105.89618927056856,0.14055101268036463,56.95529705611496
00-0029682,B.Osweiler,2017,2018,2,0,0,388,92.10620882037301,-0.07681618705011595,-42.02812553306126
00-0029692,B.Anger,2018,2024,2,0,0,3,-122.65997561855214,-2.8745138498286593,-8.7845409090673
00-0029701,R.Tannehill,2018,2023,6,6,4,2403,103.31077748617122,0.07777272529782533,84.80389493033056
00-0029747,C.Banjo,2021,2021,1,0,0,1,406.38953989846976,3.8197082951879473,3.779229513243203
00-0029857,R.Griffin III,2019,2019,1,0,0,4,82.70111072855714,-0.16284933170465427,-0.8205539867346511
00-0029878,M.Gray,2017,2017,1,0,0,1,69.41185138867192,-0.39852063176448427,-0.40418651204491024
00-0030085,K.Stills,2018,2018,1,0,0,1,187.279297838864,1.3034722017753624,1.2471745871070021
00-0030140,T.Way,2018,2018,1,0,0,1,286.3187722708053,2.718693436254059,2.662395821585699
