season,dropback_player_id,player,dropbacks,games,total_epa,epa_per_dropback,positive_epa_rate,sacks,scrambles,penalty_rows,identity_fallbacks,league_dropbacks,league_epa_per_dropback,epa_above_average_per_dropback,epa_above_average,schedule_adjustment_total,schedule_adjustment_per_dropback,opponent_adjusted_epa_per_dropback,opponent_adjusted_epa_above_average
2025,00-0033400,M.Haack,1,1,4.4010514167603105,4.4010514167603105,1.0,0,0,0,0,19734,0.04314511131264043,4.3579063054476705,4.3579063054476705,0.023737524889954748,0.023737524889954748,4.424788941650266,4.381643830337626
2025,00-0034827,D.Moore,1,1,3.8681936897919513,3.8681936897919513,1.0,0,0,0,0,19734,0.04314511131264043,3.825048578479311,3.825048578479311,-0.0433830481297775,-0.0433830481297775,3.824810641662174,3.7816655303495335
2025,00-0033269,R.Sanchez,1,1,3.5125947825144976,3.5125947825144976,1.0,0,0,0,0,19734,0.04314511131264043,3.469449671201857,3.469449671201857,0.04747349993074358,0.04747349993074358,3.560068282445241,3.516923171132601
2025,00-0036414,C.Akers,1,1,3.2600105608580634,3.2600105608580634,1.0,0,0,0,0,19734,0.04314511131264043,3.216865449545423,3.216865449545423,0.05276800129021179,0.05276800129021179,3.3127785621482753,3.269633450835635
2025,00-0039634,A.McNamara,1,1,2.8565037888474762,2.8565037888474762,1.0,0,0,0,0,19734,0.04314511131264043,2.813358677534836,2.813358677534836,0.0022873148057049697,0.0022873148057049697,2.8587911036531812,2.815645992340541
2025,00-0035645,G.Olszewski,2,2,2.4279792429879308,1.2139896214939654,0.5,0,0,0,0,19734,0.04314511131264043,1.170844510181325,2.34168902036265,-0.039470449701245,-0.0197352248506225,1.194254396643343,2.302218570661405
2025,00-0038120,B.Hall,1,1,1.194561611104291,1.194561611104291,1.0,0,0,0,0,19734,0.04314511131264043,1.1514164997916505,1.1514164997916505,-0.05265502331499937,-0.05265502331499937,1.1419065877892915,1.0987614764766511
2025,00-0033319,N.Mullens,3,2,2.8997661510420993,0.9665887170140331,0.6666666666666666,0,0,0,0,19734,0.04314511131264043,0.9234436057013927,2.770330817104178,-0.039835192804841824,-0.013278397601613942,0.9533103194124192,2.730495624299336
2025,00-0038618,X.Hutchinson,1,1,0.9142109247040935,0.9142109247040935,1.0,0,1,0,1,19734,0.04314511131264043,0.8710658133914531,0.8710658133914531,0.03387541061448089,0.03387541061448089,0.9480863353185743,0.9049412240059339
2025,00-0038128,M.Willis,47,4,33.24808601803542,0.7074060854901154,0.6808510638297872,3,9,3,0,19734,0.04314511131264043,0.664260974177475,31.220265786341322,-0.5094100541812727,-0.010838511791090908,0.6965675736990246,30.71085573216005
2025,00-0033869,M.Trubisky,37,4,25.611737506085774,0.6922091217861019,0.6216216216216216,0,2,1,0,19734,0.04314511131264043,0.6490640104734615,24.015368387518077,-2.2749750814097003,-0.06148581301107298,0.6307233087750289,21.740393306108377
2025,00-0038416,T.Bagent,5,2,2.618899015884381,0.5237798031768761,0.6,0,1,0,0,19734,0.04314511131264043,0.4806346918642357,2.4031734593211787,-0.10615816293876643,-0.021231632587753284,0.5025481705891228,2.2970152963824124
2025,00-0039851,D.Maye,601,17,190.20665555794244,0.31648361989674284,0.5524126455906821,47,62,5,0,19734,0.04314511131264043,0.2733385085841024,164.27644365904555,-11.690085714604594,-0.019451057761405315,0.2970325621353375,152.58635794444095
2025,00-0031503,J.Winston,70,3,18.66954024351901,0.26670771776455726,0.44285714285714284,3,1,1,0,19734,0.04314511131264043,0.22356260645191683,15.649382451634178,0.39373771404627833,0.005624824486375405,0.2723325422509327,16.043120165680456
