season,dropback_player_id,player,games_with_dropbacks,dropbacks,raw_epa_db,adjusted_epa_db,resampled_rate_p025,resampled_rate_p975,status
2019,00-0034857,J.Allen,16,540,0.007714103207115123,0.007165746567552792,-0.12445840733917998,0.13766071932235693,conditional_game_resampling
2019,00-0034855,B.Mayfield,16,589,-0.008173425659335121,0.004130998463106,-0.12811824620548226,0.12725751955764172,conditional_game_resampling
2019,00-0035228,K.Murray,16,614,-0.015102849675681485,-0.010691104795993441,-0.14663697854684743,0.13287996262602259,conditional_game_resampling
2019,00-0027973,A.Dalton,13,568,-0.032446219491021853,-0.024922415379296608,-0.16572933103885892,0.09073548931111486,conditional_game_resampling
2019,00-0035289,G.Minshew II,14,552,-0.01073240480216506,-0.02522739017502547,-0.144010875256575,0.09449282639125463,conditional_game_resampling
2019,00-0032268,M.Mariota,7,197,-0.02295324879744568,-0.030282218939870844,-0.19552999016598316,0.15233441512824128,conditional_game_resampling
2019,00-0028986,C.Keenum,9,263,-0.02320588948649271,-0.03185658700794341,-0.3044228182658536,0.22515682512521368,conditional_game_resampling
2019,00-0034869,S.Darnold,13,481,-0.025636188013525935,-0.033261859420886136,-0.2036004413452325,0.12710886335094268,conditional_game_resampling
2019,00-0034577,K.Allen,13,553,-0.03817072751871891,-0.044183942930988165,-0.19563479731719058,0.10344678564945095,conditional_game_resampling
2019,00-0022803,E.Manning,4,153,-0.043747578976294846,-0.05270416747646766,-0.12509062294842666,0.02257774621436971,conditional_game_resampling
2019,00-0033869,M.Trubisky,15,573,-0.05648669935297967,-0.05531300847262534,-0.13606893861114638,0.030405673086699697,conditional_game_resampling
2019,00-0035710,D.Jones,13,524,-0.052412237323354885,-0.05769210734776462,-0.21419719292938227,0.10679174928455368,conditional_game_resampling
2019,00-0026158,J.Flacco,8,292,-0.08705190545594499,-0.09020881211658995,-0.26577710281243005,0.06288379643723203,conditional_game_resampling
2019,00-0029567,N.Foles,4,127,-0.10753577972363867,-0.10244012707368604,-0.5094165615874153,0.21954196372629892,conditional_game_resampling
2019,00-0034771,M.Rudolph,10,308,-0.09689775572043222,-0.10923653491218592,-0.2987677836408961,0.07744092980134323,conditional_game_resampling
2019,00-0035577,D.Hodges,8,183,-0.13508639179701457,-0.1293025449548835,-0.3251699726793344,0.09981243889995052,conditional_game_resampling
2019,00-0035232,D.Haskins,9,243,-0.18540683144187384,-0.19455619556986306,-0.363921336870363,-0.023814868688032315,conditional_game_resampling
2019,00-0035040,D.Blough,5,194,-0.238393363438663,-0.21623014047585484,-0.38466607323027596,-0.024826913313432425,conditional_game_resampling
2019,00-0034343,J.Rosen,5,128,-0.394593771673166,-0.4017247470041928,-0.721320624858189,-0.23139366127747674,conditional_game_resampling
2019,00-0035652,R.Finley,3,104,-0.5498273894039092,-0.549917164988438,-0.6314167286394972,-0.44241971846948125,conditional_game_resampling
