game_id,play_id,dropback_player_id,dropback_player_name,identity_source,epa
2022_01_NYG_TEN,3396.0,00-0036913,K.Toney,scramble_rusher_id,-0.19144978845724836
2022_13_GB_CHI,230.0,00-0034279,E.St. Brown,scramble_rusher_id,-0.37550953472964466
