season,dropback_player_id,player,dropbacks,games,total_epa,epa_per_dropback,positive_epa_rate,sacks,scrambles,penalty_rows,identity_fallbacks,league_dropbacks,league_epa_per_dropback,epa_above_average_per_dropback,epa_above_average
2022,00-0033280,C.McCaffrey,1,1,3.771136244176887,3.771136244176887,1.0,0,0,0,0,20210,0.015473245525922663,3.755662998650964,3.755662998650964
2022,00-0035156,J.Fox,1,1,2.9525986034423113,2.9525986034423113,1.0,0,0,0,0,20210,0.015473245525922663,2.9371253579163885,2.9371253579163885
2022,00-0022824,A.Lee,1,1,2.8644769557286054,2.8644769557286054,1.0,0,0,0,0,20210,0.015473245525922663,2.8490037102026826,2.8490037102026826
2022,00-0032943,R.Dixon,2,2,5.386753983795643,2.6933769918978214,1.0,0,0,0,0,20210,0.015473245525922663,2.6779037463718987,5.355807492743797
2022,00-0036326,C.Claypool,1,1,2.553211367689073,2.553211367689073,1.0,0,0,0,0,20210,0.015473245525922663,2.5377381221631503,2.5377381221631503
2022,00-0034419,B.Berrios,1,1,1.1844526951317675,1.1844526951317675,1.0,0,0,0,0,20210,0.015473245525922663,1.1689794496058448,1.1689794496058448
2022,00-0036322,J.Jefferson,3,3,3.5277572203194723,1.1759190734398242,1.0,0,1,0,0,20210,0.015473245525922663,1.1604458279139016,3.4813374837417044
2022,00-0033357,T.Hill,21,11,12.586181564557638,0.5993419792646494,0.5714285714285714,2,0,0,0,20210,0.015473245525922663,0.5838687337387267,12.261243408513263
2022,00-0033319,N.Mullens,26,4,12.2586348800567,0.4714859569252577,0.6153846153846154,0,1,1,0,20210,0.015473245525922663,0.456012711399335,11.85633049638271
2022,00-0036313,B.Mann,2,2,0.8920440872316249,0.44602204361581244,0.5,0,0,0,0,20210,0.015473245525922663,0.4305487980898898,0.8610975961797795
2022,00-0033009,T.Boyd,2,2,0.6072884440654889,0.30364422203274444,0.5,1,0,0,0,20210,0.015473245525922663,0.2881709765068218,0.5763419530136435
2022,00-0033873,P.Mahomes,720,17,209.30933992853537,0.2907074165674102,0.5333333333333333,26,46,12,0,20210,0.015473245525922663,0.27523417104148756,198.16860314987105
2022,00-0032764,D.Henry,2,1,0.46645660075591877,0.23322830037795939,0.5,0,0,0,0,20210,0.015473245525922663,0.21775505485203672,0.43551010970407344
2022,00-0036212,T.Tagovailoa,430,13,94.75122796508762,0.22035169294206425,0.4930232558139535,21,10,5,0,20210,0.015473245525922663,0.20487844741614158,88.09773238894088
