game_id,fold,dropbacks,offense_only_mse,offense_defense_mse
2017_01_ARI_DET,3,92,4.178023819295322,4.175668049476506
2017_01_ATL_CHI,4,77,2.1891822348897336,2.1927346324257897
2017_01_BAL_CIN,3,54,4.550946523681335,4.521384397945426
2017_01_CAR_SF,2,64,3.0752815917130474,3.0709794993968376
2017_01_IND_LA,1,57,4.17607382080659,4.133373712371981
2017_01_JAX_HOU,2,69,3.8951927314605235,3.839215334430236
2017_01_KC_NE,4,79,2.275103002559525,2.2724331788997807
2017_01_LAC_DEN,3,71,2.1473959850620545,2.1614624363829784
2017_01_NO_MIN,2,71,2.068393788703206,2.090040559088911
2017_01_NYG_DAL,4,82,1.616837989826629,1.6106464892880759
2017_01_NYJ_BUF,1,73,2.104297643385398,2.0916092405878763
2017_01_OAK_TEN,4,78,1.419172307633036,1.4086355679600546
2017_01_PHI_WAS,1,90,3.554045501174643,3.549081140583158
2017_01_PIT_CLE,3,77,2.2664078525589755,2.270483550016478
2017_01_SEA_GB,3,81,2.087319770309689,2.1095903864885597
2017_02_ARI_IND,1,83,2.530024191182288,2.5234547248073977
2017_02_BUF_CAR,1,75,1.4926235963359995,1.4915758786668616
2017_02_CHI_TB,0,80,3.301414182771284,3.305904577959583
2017_02_CLE_BAL,2,85,2.8117663034904288,2.8042233295886954
2017_02_DAL_DEN,4,93,3.457435957404562,3.4607309561608455
2017_02_DET_NYG,1,64,2.658849834829531,2.6583814808648425
2017_02_GB_ATL,2,86,2.5147853095951174,2.507548546436571
2017_02_HOU_CIN,3,70,1.7034799749114173,1.7083240652000238
2017_02_MIA_LAC,0,76,1.2332381235394814,1.2473109431143388
2017_02_MIN_PIT,2,77,1.5585824558862211,1.561179083919213
2017_02_NE_NO,0,87,2.1618265826571883,2.172270763924863
2017_02_NYJ_OAK,3,59,2.7671927433469476,2.7585605397351767
2017_02_PHI_KC,2,90,1.6591150081948038,1.6595523986650291
2017_02_SF_SEA,4,74,1.587861105302119,1.58516354450885
2017_02_TEN_JAX,1,69,2.498859882359636,2.5196994467847564
2017_02_WAS_LA,0,59,2.6646505275791412,2.6718370411020738
2017_03_ATL_DET,4,86,3.2304631925535956,3.23686316188741
2017_03_BAL_JAX,3,65,2.045312320005066,2.034140965827356
2017_03_CIN_GB,2,81,2.9716001926108695,2.9624093522888515
2017_03_CLE_IND,0,81,2.8672351956278295,2.8465805467164396
2017_03_DAL_ARI,3,74,1.8656779819894285,1.8705453940773775
2017_03_DEN_BUF,0,79,1.8708141354949974,1.8754760266423864
2017_03_HOU_NE,1,80,3.4458819637928846,3.445213163260309
2017_03_KC_LAC,0,69,2.602954893141877,2.604908123606964
2017_03_LA_SF,2,70,3.0061078942041695,3.0079300916991
2017_03_MIA_NYJ,0,75,2.14906095076977,2.1494445961076125
2017_03_NO_CAR,2,68,2.547163375147498,2.544279313551739
2017_03_NYG_PHI,1,84,2.477356922698472,2.483014783507915
2017_03_OAK_WAS,1,68,2.94275924245253,2.92146054123447
2017_03_PIT_CHI,0,68,1.467094702683831,1.4689252175588385
2017_03_SEA_TEN,3,89,1.8722426962998653,1.8730451981493137
2017_03_TB_MIN,1,79,3.001562429026819,2.988594090502131
2017_04_BUF_ATL,4,69,3.0324029603020097,3.034613811354074
2017_04_CAR_NE,1,81,1.8562100884837371,1.8597062305400232
2017_04_CHI_GB,0,63,3.20932934802991,3.2172163487250356
2017_04_CIN_CLE,2,84,2.353847013121334,2.344104638356025
2017_04_DET_MIN,3,69,2.1797761197127907,2.1637415372633244
2017_04_IND_SEA,2,67,4.057907775948805,4.037578711024362
2017_04_JAX_NYJ,2,74,2.210962409630663,2.2189839853252242
2017_04_LA_DAL,1,77,2.081505251912749,2.086994145956839
2017_04_NO_MIA,0,73,1.8717841654060448,1.8619526222183242
2017_04_NYG_TB,3,93,1.815291939071832,1.797016702309256
2017_04_OAK_DEN,2,69,1.7706618074040277,1.762334261245997
2017_04_PHI_LAC,0,74,2.284374565214593,2.3016406024955085
2017_04_PIT_BAL,3,82,1.9046497297893454,1.8984316184098244
2017_04_SF_ARI,0,109,1.3770835585592933,1.3701933366170091
2017_04_TEN_HOU,4,59,4.132932448027803,4.138225260764986
2017_04_WAS_KC,1,70,2.7702193989144064,2.7638917697443124
2017_05_ARI_PHI,3,80,2.952885430326728,2.9690073613216916
2017_05_BAL_OAK,1,56,3.88940926879973,3.8645264332473057
2017_05_BUF_CIN,0,82,2.774589378729421,2.7726328283891326
2017_05_CAR_DET,3,78,2.73984492597856,2.74389847130338
2017_05_GB_DAL,4,76,2.3566791276946013,2.3464440798475805
2017_05_JAX_PIT,1,74,3.3881852701841475,3.336871591946323
2017_05_KC_HOU,3,76,2.581761400750197,2.5693839903375975
2017_05_LAC_NYG,3,86,2.3763076255659907,2.374390254456479
2017_05_MIN_CHI,1,67,2.72282551297927,2.725128242168706
2017_05_NE_TB,4,94,1.8321751055083613,1.841920908897799
2017_05_NYJ_CLE,4,74,2.3617105917790604,2.3611405756486676
