season,dropback_player_id,player,dropbacks,games,total_epa,epa_per_dropback,positive_epa_rate,sacks,scrambles,penalty_rows,identity_fallbacks,league_dropbacks,league_epa_per_dropback,epa_above_average_per_dropback,epa_above_average,schedule_adjustment_total,schedule_adjustment_per_dropback,opponent_adjusted_epa_per_dropback,opponent_adjusted_epa_above_average,pass_plus,resampling_dropbacks,resampled_rate_p025,resampled_rate_p975,pass_plus_resampled_p025,pass_plus_resampled_p975
2022,00-0033280,C.McCaffrey,1,1,3.771136244176887,3.771136244176887,1.0,0,0,0,0,20210,0.015473245525922667,3.755662998650964,3.755662998650964,-0.026407859648046053,-0.026407859648046053,3.744728384528841,3.7292551390029183,409.49137925472746,,,,,
2022,00-0035156,J.Fox,1,1,2.9525986034423113,2.9525986034423113,1.0,0,0,0,0,20210,0.015473245525922667,2.9371253579163885,2.9371253579163885,0.019095433776439106,0.019095433776439106,2.9716940372187506,2.956220791692828,345.33715610756974,,,,,
2022,00-0022824,A.Lee,1,1,2.8644769557286054,2.8644769557286054,1.0,0,0,0,0,20210,0.015473245525922667,2.8490037102026826,2.8490037102026826,-0.015257572367621056,-0.015257572367621056,2.8492193833609845,2.8337461378350617,335.1729683184983,,,,,
2022,00-0032943,R.Dixon,2,2,5.386753983795643,2.6933769918978214,1.0,0,0,0,0,20210,0.015473245525922667,2.6779037463718987,5.355807492743797,0.027685793380760527,0.013842896690380264,2.7072198885882015,5.3834932861245575,323.38841138886613,,,,,
2022,00-0036326,C.Claypool,1,1,2.553211367689073,2.553211367689073,1.0,0,0,0,0,20210,0.015473245525922667,2.5377381221631503,2.5377381221631503,0.025660912694054915,0.025660912694054915,2.578872280383128,2.563399034857205,312.7368263385458,,,,,
2022,00-0036322,J.Jefferson,3,3,3.5277572203194723,1.1759190734398242,1.0,0,1,0,0,20210,0.015473245525922667,1.1604458279139014,3.4813374837417044,0.07285176777115493,0.024283922590384976,1.2002029960302092,3.5541892515128595,198.32087933402025,,,,,
2022,00-0034419,B.Berrios,1,1,1.1844526951317675,1.1844526951317675,1.0,0,0,0,0,20210,0.015473245525922667,1.1689794496058448,1.1689794496058448,-0.015417455339955487,-0.015417455339955487,1.169035239791812,1.1535619942658892,195.7342631045188,,,,,
2022,00-0033357,T.Hill,21,11,12.586181564557638,0.5993419792646494,0.5714285714285714,2,0,0,0,20210,0.015473245525922667,0.5838687337387267,12.261243408513263,-0.053958367350771363,-0.0025694460643224458,0.596772533200327,12.207285041162491,148.24210508435291,,,,,
2022,00-0033319,N.Mullens,26,4,12.2586348800567,0.4714859569252577,0.6153846153846154,0,1,1,0,20210,0.015473245525922667,0.456012711399335,11.85633049638271,-0.16497596586940874,-0.006345229456515721,0.46514072746874197,11.691354530513301,137.31796404514506,,,,,
2022,00-0036313,B.Mann,2,2,0.8920440872316249,0.44602204361581244,0.5,0,0,0,0,20210,0.015473245525922667,0.4305487980898898,0.8610975961797795,-0.045582049914154404,-0.022791024957077202,0.42323101865873525,0.8155155462656252,133.8398717451259,,,,,
2022,00-0033009,T.Boyd,2,2,0.6072884440654889,0.30364422203274444,0.5,1,0,0,0,20210,0.015473245525922667,0.2881709765068218,0.5763419530136435,-0.01668411895587322,-0.00834205947793661,0.29530216255480785,0.5596578340577704,123.22303898729268,,,,,
2022,00-0033873,P.Mahomes,720,17,209.30933992853537,0.2907074165674102,0.5333333333333333,26,46,12,0,20210,0.015473245525922667,0.27523417104148756,198.16860314987105,-1.5354049865869408,-0.0021325069258151955,0.28857490964159505,196.6331981632841,122.66474337460305,720,0.1999405905933548,0.39378847501357894,115.30896946558653,131.39643113785672
2022,00-0032764,D.Henry,2,1,0.46645660075591877,0.23322830037795939,0.5,0,0,0,0,20210,0.015473245525922667,0.21775505485203672,0.43551010970407344,0.03120795625554604,0.01560397812777302,0.24883227850573242,0.4667180659596195,119.36649713856283,,,,,
2022,00-0036212,T.Tagovailoa,430,13,94.75122796508762,0.22035169294206425,0.4930232558139535,21,10,5,0,20210,0.015473245525922667,0.20487844741614158,88.09773238894087,3.3328547337047567,0.0077508249621040855,0.22810251790416833,91.43058712264562,117.64613155319456,430,0.0625128042044308,0.38597059821738855,103.9038192218829,130.74762450427698
2022,00-0028118,T.Taylor,15,2,3.1441115709021688,0.2096074380601446,0.6,3,4,1,0,20210,0.015473245525922667,0.19413419253422193,2.912012888013329,0.08492933571722266,0.005661955714481511,0.2152693937746261,2.9969422237305516,116.58110887736309,,,,,
2022,00-0034857,J.Allen,650,16,140.52403189440423,0.21619081829908343,0.5215384615384615,33,51,7,0,20210,0.015473245525922667,0.20071757277316077,130.4664223025545,-0.8010437397567174,-0.0012323749842411036,0.21495844331484232,129.66537856279777,116.55530305740943,650,0.12422847390758064,0.30650446541160115,109.02561084678199,124.15271958911525
2022,00-0034869,S.Darnold,156,6,27.96211131041631,0.17924430327189944,0.47435897435897434,10,9,2,0,20210,0.015473245525922667,0.16377105774597678,25.548285008372375,1.1937781134579764,0.007652423804217797,0.18689672707611724,26.742063121830352,114.22645749998269,156,-0.09443767464244072,0.40714373108750984,90.87847813835609,132.50478561309546
2022,00-0036264,J.Love,20,4,3.520028238401961,0.17600141192009805,0.45,0,0,0,0,20210,0.015473245525922667,0.1605281663941754,3.210563327883508,0.17119978739111513,0.008559989369555756,0.18456140128965381,3.381763115274623,114.03264850281792,,,,,
2022,00-0031345,J.Garoppolo,329,11,61.50697438111423,0.1869512899122013,0.49848024316109424,18,3,7,0,20210,0.015473245525922667,0.17147804438627864,56.41627660308568,-1.2118157876984972,-0.00368333066169756,0.18326795925050374,55.20446081538718,113.9253055762115,329,0.04439514024092373,0.3376253178098593,102.40023188341009,126.73544326269445
2022,00-0037834,B.Purdy,187,7,36.90996630578262,0.19737949896140436,0.48663101604278075,11,6,0,0,20210,0.015473245525922667,0.1819062534354817,34.01646939243508,-3.2454188763163696,-0.01735518115677203,0.18002431780463232,30.771050516118706,113.65611534184235,187,0.07807230579740605,0.28645228699979536,105.19510432548499,122.48858663966226
2022,00-0033106,J.Goff,624,17,96.89163248518943,0.15527505205959846,0.4823717948717949,23,15,9,0,20210,0.015473245525922667,0.1398018065336758,87.23632727701369,2.332234296363146,0.0037375549621204264,0.15901260702171888,89.56856157337683,111.91235067347912,624,0.027398837067923048,0.27170414498072115,100.98970642586525,121.26463637485193
2022,00-0036442,J.Burrow,673,16,99.87692525113884,0.1484055352914396,0.5022288261515602,41,27,13,0,20210,0.015473245525922667,0.13293228976551694,89.46343101219288,3.060920324750423,0.004548172845097211,0.1529537081365368,92.52435133694331,111.40952185033743,673,0.020829682863748266,0.2890523451351492,100.4445314460352,122.70436580961959
2022,00-0036971,T.Lawrence,633,17,92.1847540355132,0.14563152296289605,0.5039494470774092,27,24,8,0,20210,0.015473245525922667,0.1301582774369734,82.39018961760415,3.0007330514765282,0.0047404945520956214,0.15037201751499168,85.39092266908068,111.19526700279042,633,0.037098415637486504,0.2586449855172968,101.79467573951925,120.18085499664265
2022,00-0036389,J.Hurts,541,15,68.56420093026351,0.12673604608181796,0.4658040665434381,38,43,7,0,20210,0.015473245525922667,0.1112628005558953,60.193175100739346,-2.405958198980569,-0.0044472425119788704,0.1222888035698391,57.787216901758775,108.86463734785222,541,-0.008811770515297792,0.24412388302147411,97.98458329353404,118.97574677201928
2022,00-0035289,G.Minshew II,83,4,6.426325268233322,0.07742560564136533,0.42168674698795183,6,2,0,0,20210,0.015473245525922667,0.06195236011544267,5.142045889581741,1.5815530672807037,0.019054856232297634,0.09648046187366296,6.723598956862444,106.72279964297412,,,,,
2022,00-0033119,J.Brissett,413,12,32.338193198685545,0.07830070992417808,0.4552058111380145,24,23,5,0,20210,0.015473245525922667,0.06282746439825541,25.947742796479485,2.134203820160816,0.005167563729202945,0.08346827365338103,28.081946616640302,105.64291641447132,413,-0.07846998402574197,0.2636969286901215,92.20363890324711,120.60011643148566
2022,00-0033077,D.Prescott,429,12,34.02608114869815,0.07931487447248985,0.4965034965034965,20,15,5,0,20210,0.015473245525922667,0.06384162894656718,27.388058818077322,-2.00404237458608,-0.004671427446587599,0.07464344702590225,25.38401644349124,104.91054288066357,429,-0.08128299747005595,0.24255726411667194,91.97018654391735,118.84573286105275
2022,00-0029701,R.Tannehill,370,12,24.110114105477276,0.065162470555344,0.46216216216216216,33,13,7,0,20210,0.015473245525922667,0.04968922502942133,18.38501326088589,1.7629468022662782,0.004764721087206158,0.06992719164255015,20.14796006315217,104.51914022005037,370,-0.08508302924148299,0.21868860521256236,91.65482140253816,116.86486968869052
2022,00-0026544,C.Daniel,14,3,0.5684253455496533,0.04060181039640381,0.35714285714285715,1,1,0,0,20210,0.015473245525922667,0.02512856487048114,0.35179990818673595,0.4080792422213547,0.029148517301525338,0.06975032769792915,0.7598791504080906,104.50446225779763,,,,,
2022,00-0035710,D.Jones,565,16,33.35522648077254,0.05903579908101334,0.4814159292035398,44,54,11,0,20210,0.015473245525922667,0.04356255355509067,24.61284275862623,-0.1813585002831536,-0.000320988496076378,0.058714810584936966,24.431484258343076,103.58862322700332,565,-0.02732535217377231,0.16780842219924194,96.44813869297548,112.64231654320213
2022,00-0038108,B.Zappe,99,4,7.588488814594893,0.07665140216762518,0.47474747474747475,6,1,4,0,20210,0.015473245525922667,0.06117815664170252,6.056637507528549,-2.025955337290341,-0.02046419532616506,0.05618720684146013,4.030682170238208,103.37885705665028,,,,,
2022,00-0034796,L.Jackson,377,12,17.833132920026465,0.047302739840919004,0.4562334217506631,26,26,4,0,20210,0.015473245525922667,0.031829494314996334,11.99971935675362,0.7936473718718919,0.002105165442631013,0.04940790528355002,12.79336672862551,102.81624192002481,377,-0.09524843096062398,0.20050044939526904,90.81119336383645,115.3554322219102
2022,00-0019596,T.Brady,756,17,38.56300232199324,0.05100926233067889,0.47354497354497355,22,4,4,0,20210,0.015473245525922667,0.035536016804756224,26.865228704395705,-2.142498662375366,-0.002833992939649955,0.04817526939102893,24.722730042020338,102.71394530360259,756,-0.027699780343946215,0.12973881430732706,96.4170648494063,109.4829147283653
2022,00-0033550,D.Webb,42,1,0.6544405802785449,0.015581918578060593,0.38095238095238093,0,2,2,0,20210,0.015473245525922667,0.00010867305213792602,0.004564268189792942,1.296618176744706,0.030871861351064428,0.04645377992912502,1.3011824449344989,102.57107866453438,,,,,
2022,00-0029604,K.Cousins,698,17,26.44357512390146,0.03788477811447201,0.47707736389684813,46,12,13,0,20210,0.015473245525922667,0.022411532588549343,15.64324974680744,3.8568503097431095,0.0055255735096606156,0.04341035162413263,19.50010005655055,102.31850414531638,698,-0.07431914534767999,0.16603190615994176,92.54811755639733,112.49488324116794
2022,00-0033555,M.Hollins,1,1,0.05114959494676441,0.05114959494676441,1.0,0,0,0,0,20210,0.015473245525922667,0.035676349420841746,0.035676349420841746,-0.00879274367705101,-0.00879274367705101,0.0423568512697134,0.026883605743790735,102.23107401099155,,,,,
2022,00-0031280,D.Carr,543,15,19.547376166519456,0.035998851135394944,0.4180478821362799,27,14,8,0,20210,0.015473245525922667,0.020525605609472277,11.145403845943449,2.1564278849691596,0.003971322071766408,0.039970173207161355,13.301831730912609,102.03300328161428,543,-0.06397010715023428,0.14177295286722547,93.40698561082165,110.48162948566166
2022,00-0030565,G.Smith,650,17,27.01388867141844,0.04155982872525914,0.49230769230769234,46,33,14,0,20210,0.015473245525922667,0.02608658319933647,16.956279079568706,-2.6403624559533387,-0.004062096086082059,0.03749773263917708,14.315916623615367,101.82781511052139,650,-0.07107766944908309,0.1559751165833661,92.81712807171057,111.66026893860212
2022,00-0036355,J.Herbert,757,17,19.45949943724036,0.02570607587482214,0.4583883751651255,38,22,10,0,20210,0.015473245525922667,0.010232830348899474,7.746252574116902,-5.293347231822922,-0.006992532670836093,0.018713543203986046,2.4529053422939793,100.26891273463468,757,-0.07668622908135043,0.12606072096827314,92.3516729629762,109.17766927368295
2022,00-0033869,M.Trubisky,194,7,0.7752850438884091,0.003996314659218604,0.4381443298969072,11,4,2,0,20210,0.015473245525922667,-0.011476930866704062,-2.226524588140588,1.9595139006023858,0.010100587116507144,0.014096901775725748,-0.26701068753820234,99.88577704938393,194,-0.181677927071213,0.26889996175647773,83.63839800323015,121.03191683665855
2022,00-0035264,J.Stidham,101,3,0.37632403524617786,0.00372598054699186,0.504950495049505,7,11,5,0,20210,0.015473245525922667,-0.011747264978930807,-1.1864737628720115,1.0159518639457525,0.01005892934599755,0.01378490989298941,-0.1705218989262589,99.85988480160113,101,-0.1492529300847214,0.2706899492284672,86.32935280938557,121.18046813468071
2022,00-0027973,A.Dalton,414,14,6.6497028440938335,0.01606208416447786,0.49033816425120774,25,11,3,0,20210,0.015473245525922667,0.0005888386385551926,0.24377919636184942,-1.8618822853574952,-0.004497300206177525,0.011564783958300334,-1.6181030889956458,99.6756362554344,414,-0.08904811419286691,0.11409853793602608,91.32575847583423,108.18492611518255
2022,00-0032436,J.Driskel,24,6,0.0689747838769108,0.002873949328204617,0.4166666666666667,2,2,0,0,20210,0.015473245525922667,-0.01259929619771805,-0.3023831087452332,0.08320748739142822,0.0034669786413095093,0.006340927969514127,-0.219175621353805,99.24210775316362,,,,,
