season,dropback_player_id,player,dropbacks,games,total_epa,epa_per_dropback,positive_epa_rate,sacks,scrambles,penalty_rows,identity_fallbacks,league_dropbacks,league_epa_per_dropback,epa_above_average_per_dropback,epa_above_average,schedule_adjustment_total,schedule_adjustment_per_dropback,opponent_adjusted_epa_per_dropback,opponent_adjusted_epa_above_average,pass_plus,resampling_dropbacks,resampled_rate_p025,resampled_rate_p975,pass_plus_resampled_p025,pass_plus_resampled_p975
2017,00-0031079,P.O'Donnell,1,1,6.29359512636438,6.29359512636438,1.0,0,0,0,0,19356,0.005665880280425992,6.287929246083954,6.287929246083954,0.04861627548371933,0.04861627548371933,6.3422114018480995,6.336545521567674,579.5390007339511,,,,,
2017,00-0028954,R.Golden,1,1,4.970928155875299,4.970928155875299,1.0,0,0,0,0,19356,0.005665880280425992,4.965262275594873,4.965262275594873,-0.008820041023555308,-0.008820041023555308,4.962108114851744,4.956442234571318,475.09512845318517,,,,,
2017,00-0024417,S.Koch,2,2,9.42508688842645,4.712543444213225,1.0,0,0,1,0,19356,0.005665880280425992,4.706877563932799,9.413755127865597,-0.05536517578104848,-0.02768258789052424,4.6848608563227,9.358389952084549,454.11352690724493,,,,,
2017,00-0029304,B.Nortman,1,1,4.493392292526551,4.493392292526551,1.0,0,0,0,0,19356,0.005665880280425992,4.487726412246125,4.487726412246125,-0.055768524526472615,-0.055768524526472615,4.437623768000078,4.431957887719652,435.40304406212687,,,,,
2017,00-0029632,M.Sanu,1,1,4.45806786720641,4.45806786720641,1.0,0,0,0,0,19356,0.005665880280425992,4.452401986925984,4.452401986925984,-0.03109458871035491,-0.03109458871035491,4.426973278496055,4.421307398215629,434.5970331092025,,,,,
2017,00-0032449,L.Edwards,1,1,2.48630293936003,2.48630293936003,1.0,0,0,0,0,19356,0.005665880280425992,2.480637059079604,2.480637059079604,0.04308618810574703,0.04308618810574703,2.529389127465777,2.5237232471853512,290.99108811971325,,,,,
2017,00-0033556,T.Cohen,2,2,3.069265960715711,1.5346329803578556,0.5,0,0,0,0,19356,0.005665880280425992,1.5289671000774296,3.0579342001548593,0.052365136359093484,0.026182568179546742,1.5608155485374022,3.1102993365139526,217.69108505089454,,,,,
2017,00-0022921,L.Fitzgerald,1,1,1.2412540030200034,1.2412540030200034,1.0,0,0,0,0,19356,0.005665880280425992,1.2355881227395775,1.2355881227395775,0.014806373609895482,0.014806373609895482,1.256060376629899,1.250394496349473,194.62773135011156,,,,,
2017,00-0028002,R.Cobb,1,1,0.6066524784546345,0.6066524784546345,1.0,0,0,0,0,19356,0.005665880280425992,0.6009865981742085,0.6009865981742085,-0.009713052687817811,-0.009713052687817811,0.5969394257668167,0.5912735454863907,144.74657748419617,,,,,
2017,00-0031345,J.Garoppolo,188,6,60.39788405966154,0.32126534074288055,0.5372340425531915,8,4,8,0,19356,0.005665880280425992,0.3155994604624546,59.33269856694146,3.784008350248939,0.020127703990685846,0.3413930447335664,63.1167069171904,125.4072614823213,188,0.27892690988340074,0.4411142106136694,120.67993051250451,132.95398991272612
2017,00-0027854,S.Bradford,48,2,13.014905507553486,0.2711438647406976,0.4166666666666667,5,0,2,0,19356,0.005665880280425992,0.26547798446027165,12.742943254093039,0.40106091046748804,0.008355435634739334,0.27949930037543697,13.144004164560526,120.72324805258158,,,,,
2017,00-0033873,P.Mahomes,39,1,8.138479683729523,0.20867896624947496,0.5641025641025641,2,2,2,0,19356,0.005665880280425992,0.20301308596904896,7.91751035279291,0.2993669718796431,0.007676076202042131,0.2163550424515171,8.216877324672552,115.94459788051873,,,,,
2017,00-0032950,C.Wentz,498,13,101.75488501310024,0.2043270783395587,0.4759036144578313,28,30,9,0,19356,0.005665880280425992,0.1986611980591327,98.93327663344809,4.849672884086777,0.009738298964029673,0.21406537730358838,103.78294951753486,115.77131991173971,498,0.08368908360970843,0.34807433971406165,105.9046634844232,125.91289053645659
2017,00-0019596,T.Brady,622,16,137.74321200563813,0.22145210933382337,0.5016077170418006,35,6,9,0,19356,0.005665880280425992,0.21578622905339737,134.21903447121315,-5.416226695562561,-0.008707759960711513,0.21274434937311185,128.8028077756506,115.67134676208488,622,0.10475926595221512,0.3249424729003986,107.49921909069431,124.16231015173767
2017,00-0023436,A.Smith,572,15,107.41035248481285,0.18778033651191056,0.4825174825174825,35,33,10,0,19356,0.005665880280425992,0.18211445623148456,104.16946896440918,-4.411366200139968,-0.00771217867157337,0.1800681578403372,99.75810276426921,113.19846809624342,572,0.031985622193434225,0.32910098043503994,101.99183335676832,124.47701893760829
2017,00-0022942,P.Rivers,593,16,110.19312426912792,0.18582314379279583,0.4806070826306914,18,2,15,0,19356,0.005665880280425992,0.18015726351236983,106.8332572628353,-3.4703470930443574,-0.005852187340715611,0.17997095645208022,103.36291016979095,113.191112060303,593,0.047134021407128295,0.3236167220295701,103.13823847560296,124.0619795779802
2017,00-0033106,J.Goff,510,15,80.31144865146763,0.1574734287283679,0.45098039215686275,25,10,5,0,19356,0.005665880280425992,0.1518075484479419,77.42184970845037,5.173552969883832,0.01014422150957614,0.16761765023794403,82.5954026783342,112.25623483145263,510,0.03222359923181731,0.32400901274622834,102.00984305476473,124.09166747300489
2017,00-0033537,D.Watson,240,7,40.565038295649,0.1690209928985375,0.4791666666666667,19,19,4,0,19356,0.005665880280425992,0.1633551126181115,39.20522702834676,-0.6655531277835848,-0.002773138032431603,0.1662478548661059,38.53967390056318,112.15257104468026,240,-0.08322047965439945,0.3746014190032555,93.27323127768217,127.92041483363596
2017,00-0022924,B.Roethlisberger,589,15,89.28733463321483,0.1515914000563919,0.499151103565365,21,10,9,0,19356,0.005665880280425992,0.1459255197759659,85.95013114804392,1.466638337223712,0.002490048110736353,0.15408144816712827,87.41676948526764,111.23183805363766,589,0.04107673995858753,0.24970108615448994,102.67983370551003,118.46816982067551
2017,00-0020531,D.Brees,558,16,86.2590147924858,0.15458604801520753,0.496415770609319,20,5,6,0,19356,0.005665880280425992,0.14892016773478153,83.0974535960081,-0.931950344027008,-0.0016701619068584374,0.1529158861083491,82.1655032519811,111.143630297052,558,0.046483489775732786,0.25540252181085804,103.08900734684306,118.89964478571723
2017,00-0026143,M.Ryan,567,16,86.3780429307491,0.1523422273910919,0.49559082892416223,24,17,6,0,19356,0.005665880280425992,0.1466763471106659,83.16548881174757,-1.8358724545245062,-0.0032378702901666775,0.14910435710092523,81.32961635722306,110.85518025668422,567,0.0383728140096219,0.26291118040524075,102.47520518304268,119.4678873126504
