season,dropback_player_id,player,dropbacks,games,total_epa,epa_per_dropback,positive_epa_rate,sacks,scrambles,penalty_rows,identity_fallbacks,league_dropbacks,league_epa_per_dropback,epa_above_average_per_dropback,epa_above_average
2017,00-0031079,P.O'Donnell,1,1,6.29359512636438,6.29359512636438,1.0,0,0,0,0,19356,0.005665880280425993,6.287929246083954,6.287929246083954
2017,00-0028954,R.Golden,1,1,4.970928155875299,4.970928155875299,1.0,0,0,0,0,19356,0.005665880280425993,4.965262275594873,4.965262275594873
2017,00-0024417,S.Koch,2,2,9.42508688842645,4.712543444213225,1.0,0,0,1,0,19356,0.005665880280425993,4.706877563932799,9.413755127865597
2017,00-0029304,B.Nortman,1,1,4.493392292526551,4.493392292526551,1.0,0,0,0,0,19356,0.005665880280425993,4.487726412246125,4.487726412246125
2017,00-0029632,M.Sanu,1,1,4.45806786720641,4.45806786720641,1.0,0,0,0,0,19356,0.005665880280425993,4.452401986925984,4.452401986925984
2017,00-0032449,L.Edwards,1,1,2.48630293936003,2.48630293936003,1.0,0,0,0,0,19356,0.005665880280425993,2.480637059079604,2.480637059079604
2017,00-0033556,T.Cohen,2,2,3.069265960715711,1.5346329803578556,0.5,0,0,0,0,19356,0.005665880280425993,1.5289671000774296,3.0579342001548593
2017,00-0022921,L.Fitzgerald,1,1,1.2412540030200034,1.2412540030200034,1.0,0,0,0,0,19356,0.005665880280425993,1.2355881227395775,1.2355881227395775
2017,00-0028002,R.Cobb,1,1,0.6066524784546345,0.6066524784546345,1.0,0,0,0,0,19356,0.005665880280425993,0.6009865981742085,0.6009865981742085
2017,00-0031345,J.Garoppolo,188,6,60.39788405966154,0.32126534074288055,0.5372340425531915,8,4,8,0,19356,0.005665880280425993,0.3155994604624546,59.33269856694145
2017,00-0027854,S.Bradford,48,2,13.014905507553486,0.2711438647406976,0.4166666666666667,5,0,2,0,19356,0.005665880280425993,0.26547798446027165,12.742943254093039
2017,00-0019596,T.Brady,622,16,137.74321200563813,0.22145210933382337,0.5016077170418006,35,6,9,0,19356,0.005665880280425993,0.21578622905339737,134.21903447121315
2017,00-0033873,P.Mahomes,39,1,8.138479683729523,0.20867896624947496,0.5641025641025641,2,2,2,0,19356,0.005665880280425993,0.20301308596904896,7.91751035279291
2017,00-0032950,C.Wentz,498,13,101.75488501310024,0.2043270783395587,0.4759036144578313,28,30,9,0,19356,0.005665880280425993,0.1986611980591327,98.93327663344809
2017,00-0023436,A.Smith,572,15,107.41035248481285,0.18778033651191056,0.4825174825174825,35,33,10,0,19356,0.005665880280425993,0.18211445623148456,104.16946896440918
2017,00-0022942,P.Rivers,593,16,110.19312426912792,0.18582314379279583,0.4806070826306914,18,2,15,0,19356,0.005665880280425993,0.18015726351236983,106.8332572628353
2017,00-0033537,D.Watson,240,7,40.565038295649,0.1690209928985375,0.4791666666666667,19,19,4,0,19356,0.005665880280425993,0.1633551126181115,39.20522702834676
2017,00-0033106,J.Goff,510,15,80.31144865146763,0.1574734287283679,0.45098039215686275,25,10,5,0,19356,0.005665880280425993,0.1518075484479419,77.42184970845037
2017,00-0020531,D.Brees,558,16,86.2590147924858,0.15458604801520753,0.496415770609319,20,5,6,0,19356,0.005665880280425993,0.14892016773478153,83.0974535960081
2017,00-0026143,M.Ryan,567,16,86.3780429307491,0.1523422273910919,0.49559082892416223,24,17,6,0,19356,0.005665880280425993,0.1466763471106659,83.16548881174757
2017,00-0022924,B.Roethlisberger,589,15,89.28733463321483,0.1515914000563919,0.499151103565365,21,10,9,0,19356,0.005665880280425993,0.1459255197759659,85.95013114804392
2017,00-0028986,C.Keenum,522,15,66.21212223120835,0.1268431460367976,0.47509578544061304,22,19,9,0,19356,0.005665880280425993,0.12117726575637161,63.254532724825985
2017,00-0023459,A.Rodgers,275,7,30.761076316578254,0.11185845933301183,0.49818181818181817,22,16,7,0,19356,0.005665880280425993,0.10619257905258583,29.202959239461105
2017,00-0031503,J.Winston,495,13,41.790160613991134,0.08442456689695178,0.509090909090909,33,23,8,0,19356,0.005665880280425993,0.0787586866165258,38.98554987518027
2017,00-0029263,R.Wilson,645,16,43.2427592978866,0.06704303767114202,0.462015503875969,43,53,17,0,19356,0.005665880280425993,0.061377157390716024,39.58826651701183
2017,00-0031407,B.Bortles,570,16,37.51422856605333,0.06581443608079532,0.45789473684210524,24,24,12,0,19356,0.005665880280425993,0.060148555800369326,34.28467680621052
2017,00-0026498,M.Stafford,629,16,39.56135359757686,0.06289563370044016,0.4562798092209857,47,17,8,0,19356,0.005665880280425993,0.057229753420014164,35.997514901188914
2017,00-0021206,J.McCown,445,13,20.59488341657055,0.04628063689116978,0.451685393258427,39,14,8,0,19356,0.005665880280425993,0.040614756610743784,18.073566691780982
2017,00-0028118,T.Taylor,506,15,20.148580788835716,0.03981932962220497,0.42292490118577075,46,40,12,0,19356,0.005665880280425993,0.034153449341778976,17.281645366940165
2017,00-0023682,R.Fitzpatrick,180,6,6.301956010791773,0.035010866726620966,0.46111111111111114,7,10,4,0,19356,0.005665880280425993,0.029344986446194973,5.282097560315094
2017,00-0027939,C.Newton,556,16,12.487611400783075,0.02245973273522136,0.43345323741007197,35,31,5,0,19356,0.005665880280425993,0.016793852454795366,9.337381964866223
2017,00-0029604,K.Cousins,604,16,6.629619877272887,0.010976191849789547,0.44867549668874174,41,23,11,0,19356,0.005665880280425993,0.005310311569363554,3.2074281878955873
2017,00-0031280,D.Carr,544,15,-2.081771549096741,-0.003826785935839597,0.4319852941176471,20,9,13,0,19356,0.005665880280425993,-0.009492666216265589,-5.164010421648481
2017,00-0032268,M.Mariota,501,15,-13.04414180332061,-0.026036211184272674,0.437125748502994,27,22,9,0,19356,0.005665880280425993,-0.03170209146469867,-15.882747823814032
2017,00-0033077,D.Prescott,552,16,-17.364624514324973,-0.03145765310566118,0.4329710144927536,32,32,4,0,19356,0.005665880280425993,-0.037123533386087176,-20.49219042912012
2017,00-0028012,R.Mallett,16,2,-0.6837479340611026,-0.04273424587881891,0.4375,0,0,0,0,19356,0.005665880280425993,-0.048400126159244904,-0.7744020185479185
2017,00-0031076,D.Fales,46,2,-2.0110541785648888,-0.043718569099236715,0.43478260869565216,1,2,2,0,19356,0.005665880280425993,-0.04938444937966271,-2.2716846714644845
2017,00-0021429,C.Palmer,290,7,-17.149788699920492,-0.05913720241351894,0.43448275862068964,22,1,4,0,19356,0.005665880280425993,-0.06480308269394494,-18.79289398124403
2017,00-0027973,A.Dalton,545,16,-42.87063929918327,-0.07866172348473995,0.4091743119266055,39,11,10,0,19356,0.005665880280425993,-0.08432760376516593,-45.958544052015434
2017,00-0033119,J.Brissett,558,16,-45.71843504841408,-0.08193267929823311,0.3978494623655914,52,40,9,0,19356,0.005665880280425993,-0.08759855957865911,-48.879996244891785
2017,00-0024226,J.Cutler,455,14,-42.5162460952361,-0.09344229911040901,0.4197802197802198,20,6,16,0,19356,0.005665880280425993,-0.099108179390835,-45.09422162282993
2017,00-0026158,J.Flacco,579,16,-55.04462715724735,-0.09506844068609213,0.4162348877374784,27,6,8,0,19356,0.005665880280425993,-0.10073432096651813,-58.325171839614
2017,00-0022803,E.Manning,608,15,-58.72597830470636,-0.09658878010642494,0.43585526315789475,32,5,12,0,19356,0.005665880280425993,-0.10225466038685094,-62.17083351520536
2017,00-0033869,M.Trubisky,380,12,-37.40414667986182,-0.09843196494700478,0.3973684210526316,31,20,10,0,19356,0.005665880280425993,-0.10409784522743076,-39.5571811864237
2017,00-0029682,B.Osweiler,190,6,-20.340547045067954,-0.10705551076351555,0.37894736842105264,10,10,3,0,19356,0.005665880280425993,-0.11272139104394155,-21.417064298348894
2017,00-0026625,B.Hoyer,228,8,-27.315075943360302,-0.11980296466386098,0.38596491228070173,16,1,3,0,19356,0.005665880280425993,-0.12546884494428698,-28.60689664729743
2017,00-0030524,L.Jones,31,2,-3.832871857273858,-0.12364102765399541,0.41935483870967744,3,0,0,0,19356,0.005665880280425993,-0.1293069079344214,-4.008514145967064
2017,00-0032156,T.Siemian,406,11,-53.20905136642753,-0.13105677676459984,0.4014778325123153,33,24,2,0,19356,0.005665880280425993,-0.13672265704502584,-55.50939876028048
2017,00-0025430,D.Stanton,167,5,-22.645156451487267,-0.13559973923046267,0.3652694610778443,7,1,0,0,19356,0.005665880280425993,-0.14126561951088867,-23.591358458318407
2017,00-0025708,M.Moore,140,4,-20.17096486064178,-0.14407832043315558,0.40714285714285714,12,2,2,0,19356,0.005665880280425993,-0.14974420071358158,-20.96418809990142
2017,00-0032784,K.Hogan,86,4,-13.09710789072033,-0.15229195221767827,0.4186046511627907,6,5,4,0,19356,0.005665880280425993,-0.15795783249810427,-13.584373594836967
2017,00-0029567,N.Foles,106,6,-16.765180207660602,-0.1581620774307604,0.37735849056603776,5,0,0,0,19356,0.005665880280425993,-0.1638279577111864,-17.36576351738576
2017,00-0031589,B.Hundley,366,11,-58.759835894020824,-0.16054599971043942,0.40437158469945356,29,21,10,0,19356,0.005665880280425993,-0.16621187999086542,-60.83354807665674
2017,00-0031288,A.McCarron,15,2,-2.589030095085036,-0.1726020063390024,0.26666666666666666,1,0,1,0,19356,0.005665880280425993,-0.1782678866194284,-2.674018299291426
2017,00-0030520,M.Glennon,149,4,-28.036476888436294,-0.18816427441903552,0.3959731543624161,8,1,2,0,19356,0.005665880280425993,-0.19383015469946152,-28.880693050219765
2017,00-0033936,C.Beathard,254,6,-49.23751685349909,-0.193848491549209,0.38976377952755903,19,12,3,0,19356,0.005665880280425993,-0.199514371829635,-50.67665044472729
2017,00-0031064,T.Savage,245,8,-49.35567426553748,-0.20145173169607136,0.3877551020408163,21,2,6,0,19356,0.005665880280425993,-0.20711761197649736,-50.74381493424185
2017,00-0033899,D.Kizer,558,15,-114.09525850450014,-0.20447178943458805,0.35663082437275984,38,45,11,0,19356,0.005665880280425993,-0.21013766971501405,-117.25681970097784
2017,00-0030526,E.Manuel,48,2,-10.218644018718605,-0.2128884170566376,0.4166666666666667,4,1,0,0,19356,0.005665880280425993,-0.2185542973370636,-10.490606272179052
2017,00-0028090,T.Yates,115,4,-26.121879817070532,-0.22714678101800462,0.3565217391304348,13,5,0,0,19356,0.005665880280425993,-0.23281266129843062,-26.77345604931952
