season,dropback_player_id,player,dropbacks,games,total_epa,epa_per_dropback,positive_epa_rate,sacks,scrambles,penalty_rows,identity_fallbacks,league_dropbacks,league_epa_per_dropback,epa_above_average_per_dropback,epa_above_average
2021,00-0035544,T.Kennedy,1,1,5.069598037283868,5.069598037283868,1.0,0,0,0,0,20799,0.04047878194474435,5.029119255339123,5.029119255339123
2021,00-0035889,T.Townsend,1,1,4.0306980279274285,4.0306980279274285,1.0,0,0,0,0,20799,0.04047878194474435,3.990219245982684,3.990219245982684
2021,00-0029747,C.Banjo,1,1,3.7315283046336845,3.7315283046336845,1.0,0,0,0,0,20799,0.04047878194474435,3.69104952268894,3.69104952268894
2021,00-0031363,M.Palardy,1,1,3.4569964662659913,3.4569964662659913,1.0,0,1,1,1,20799,0.04047878194474435,3.416517684321247,3.416517684321247
2021,00-0033009,T.Boyd,1,1,3.1924436271365266,3.1924436271365266,1.0,0,0,0,0,20799,0.04047878194474435,3.1519648451917823,3.1519648451917823
2021,00-0032496,M.Farley,1,1,3.0622718997765332,3.0622718997765332,1.0,0,0,0,0,20799,0.04047878194474435,3.021793117831789,3.021793117831789
2021,00-0034775,C.Kirk,1,1,3.0305774064618163,3.0305774064618163,1.0,0,0,0,0,20799,0.04047878194474435,2.990098624517072,2.990098624517072
2021,00-0033307,K.Bourne,1,1,2.3478310459759086,2.3478310459759086,1.0,0,0,0,0,20799,0.04047878194474435,2.3073522640311643,2.3073522640311643
2021,00-0034418,C.Wilson,3,3,5.7490395497879945,1.916346516595998,1.0,0,0,0,0,20799,0.04047878194474435,1.8758677346512538,5.627603203953761
2021,00-0026625,B.Hoyer,11,3,20.87713444084511,1.897921312804101,0.8181818181818182,0,0,0,0,20799,0.04047878194474435,1.8574425308593567,20.431867839452924
2021,00-0035156,J.Fox,3,3,5.1923593147075735,1.7307864382358578,0.6666666666666666,0,0,0,0,20799,0.04047878194474435,1.6903076562911135,5.07092296887334
2021,00-0032764,D.Henry,1,1,1.0320902957464568,1.0320902957464568,1.0,0,0,0,0,20799,0.04047878194474435,0.9916115138017125,0.9916115138017125
2021,00-0035719,D.Samuel,2,2,2.0177336357883178,1.0088668178941589,0.5,0,0,0,0,20799,0.04047878194474435,0.9683880359494146,1.9367760718988292
2021,00-0034348,C.Sutton,1,1,1.001634000451304,1.001634000451304,1.0,0,0,0,0,20799,0.04047878194474435,0.9611552185065597,0.9611552185065597
2021,00-0034860,D.Pettis,1,1,0.9808847262756899,0.9808847262756899,1.0,0,0,0,0,20799,0.04047878194474435,0.9404059443309456,0.9404059443309456
2021,00-0033936,C.Beathard,2,1,1.829054368659854,0.914527184329927,0.5,0,0,0,0,20799,0.04047878194474435,0.8740484023851827,1.7480968047703653
2021,00-0034960,J.Meyers,2,1,1.7869173039798625,0.8934586519899312,1.0,0,0,0,0,20799,0.04047878194474435,0.8529798700451869,1.7059597400903739
2021,00-0026300,J.Johnson,92,3,29.438313058384885,0.3199816636780966,0.532608695652174,3,4,1,0,20799,0.04047878194474435,0.27950288173335225,25.714265119468404
2021,00-0036322,J.Jefferson,4,4,1.2533358797663823,0.31333396994159557,0.5,0,0,0,0,20799,0.04047878194474435,0.2728551879968512,1.0914207519874048
2021,00-0023459,A.Rodgers,575,16,141.11106048928247,0.2454105399813608,0.5130434782608696,30,17,8,0,20799,0.04047878194474435,0.20493175803661645,117.83576087105446
2021,00-0035289,G.Minshew II,69,3,16.654569193672643,0.2413705680242412,0.463768115942029,5,4,1,0,20799,0.04047878194474435,0.20089178607949684,13.861533239485283
