game_id,play_id,dropback_player_id,dropback_player_name,identity_source,epa
2025_08_CLE_NE,1563.0,00-0040259,G.Larvadain,scramble_rusher_id,-0.8114259385038167
2025_12_BUF_HOU,1545.0,00-0038618,X.Hutchinson,scramble_rusher_id,0.9142109247040935
