season,dropback_player_id,player,dropbacks,games,total_epa,epa_per_dropback,positive_epa_rate,sacks,scrambles,penalty_rows,identity_fallbacks,league_dropbacks,league_epa_per_dropback,epa_above_average_per_dropback,epa_above_average
2018,00-0033132,K.Byard,1,1,7.646471031475812,7.646471031475812,1.0,0,0,0,0,19669,0.05629761466836026,7.590173416807452,7.590173416807452
2018,00-0033280,C.McCaffrey,1,1,6.549201502930373,6.549201502930373,1.0,0,0,0,0,19669,0.05629761466836026,6.4929038882620125,6.4929038882620125
2018,00-0031235,O.Beckham,2,2,9.481509466422722,4.740754733211361,1.0,0,0,0,0,19669,0.05629761466836026,4.684457118543,9.368914237086
2018,00-0024417,S.Koch,1,1,4.490723728435114,4.490723728435114,1.0,0,0,0,0,19669,0.05629761466836026,4.4344261137667536,4.4344261137667536
2018,00-0030669,A.Wilson,1,1,4.3519763082731515,4.3519763082731515,1.0,0,0,0,0,19669,0.05629761466836026,4.295678693604791,4.295678693604791
2018,00-0023853,M.Prater,1,1,4.070927621796727,4.070927621796727,1.0,0,0,0,0,19669,0.05629761466836026,4.014630007128367,4.014630007128367
2018,00-0031136,C.Boswell,1,1,3.991391037561698,3.991391037561698,1.0,0,0,0,0,19669,0.05629761466836026,3.9350934228933374,3.9350934228933374
2018,00-0031260,L.Thomas,1,1,3.8066323082894087,3.8066323082894087,1.0,0,0,0,0,19669,0.05629761466836026,3.750334693621048,3.750334693621048
2018,00-0034064,C.Wadman,1,1,3.3937394814565778,3.3937394814565778,1.0,0,0,0,0,19669,0.05629761466836026,3.3374418667882173,3.3374418667882173
2018,00-0033556,T.Cohen,1,1,3.157696620968636,3.157696620968636,1.0,0,0,0,0,19669,0.05629761466836026,3.1013990063002757,3.1013990063002757
2018,00-0022921,L.Fitzgerald,1,1,3.088042840885464,3.088042840885464,1.0,0,0,0,0,19669,0.05629761466836026,3.0317452262171036,3.0317452262171036
2018,00-0034437,L.Cooke,1,1,2.7448694991180673,2.7448694991180673,1.0,0,0,0,0,19669,0.05629761466836026,2.688571884449707,2.688571884449707
