game_id,fold,dropbacks,offense_only_mse,offense_defense_mse
2019_01_ATL_MIN,0,63,2.6907238501910764,2.681584177845818
2019_01_BAL_MIA,4,63,3.745509745292088,3.690403444940746
2019_01_BUF_NYJ,0,89,2.54218451051948,2.545023328654379
2019_01_CIN_SEA,1,80,3.195244045027559,3.2070412974610223
2019_01_DEN_OAK,0,61,1.8244365809887249,1.816608125029988
2019_01_DET_ARI,2,107,2.154371024645288,2.156022717351772
2019_01_GB_CHI,4,88,1.7259376399211066,1.7132617284627778
2019_01_HOU_NO,2,80,2.3326356620544795,2.3357606584053796
2019_01_IND_LAC,2,69,2.133248674530324,2.1304434784795956
2019_01_KC_JAX,1,69,3.6377420035929586,3.6459182943221706
2019_01_LA_CAR,4,82,1.9253753082829617,1.9255611504863785
2019_01_NYG_DAL,2,83,2.2671456667286733,2.2435883647244124
2019_01_PIT_NE,1,86,2.0508129900287786,2.0794351917607212
2019_01_SF_TB,2,70,4.308438429821841,4.244694987187918
2019_01_TEN_CLE,1,73,3.838043238571536,3.8424655623294846
2019_01_WAS_PHI,2,84,2.9719671640375687,2.974238306452156
2019_02_ARI_BAL,0,87,1.8553295582787113,1.8699628653167093
2019_02_BUF_NYG,0,82,1.6738678486598475,1.6586194947836403
2019_02_CHI_DEN,3,79,1.4477603236706378,1.4559425514074742
2019_02_CLE_NYJ,0,72,2.9503541967815554,2.959307874427334
2019_02_DAL_WAS,1,70,2.4067567903867144,2.3929237289196226
2019_02_IND_TEN,1,67,1.686167689925434,1.6914581431192646
2019_02_JAX_HOU,0,77,1.7781775671388775,1.7842342267665632
2019_02_KC_OAK,1,89,3.323814008544504,3.286756626360733
2019_02_LAC_DET,0,70,2.3016813544765715,2.297106899569629
2019_02_MIN_GB,2,71,3.2770978127253243,3.2656446198720963
2019_02_NE_MIA,2,77,4.390886455809426,4.26638338478032
2019_02_NO_LA,4,70,2.4642096131787974,2.461037682502512
2019_02_PHI_ATL,2,96,2.720752632415513,2.72461118844104
2019_02_SEA_PIT,3,77,1.550272456800223,1.5673213037839029
2019_02_SF_CIN,2,75,2.749898808242047,2.7507003464928577
2019_02_TB_CAR,3,83,1.458903610750123,1.4593520174059353
2019_03_ATL_IND,0,73,1.978405936558754,1.9918602611930338
2019_03_BAL_KC,2,89,2.083824566160429,2.09461838755903
2019_03_CAR_ARI,4,83,2.473661638625002,2.4573510509467775
2019_03_CHI_WAS,4,81,3.927358904845862,3.920880704901422
2019_03_CIN_BUF,4,77,2.5897571823400796,2.592144815780435
2019_03_DEN_GB,0,64,3.1416518860453557,3.1390901556197317
2019_03_DET_PHI,1,75,2.4261751658200055,2.4306356729919028
2019_03_HOU_LAC,4,93,2.4219370915031484,2.417135525101408
2019_03_LA_CLE,4,80,2.3243654896802903,2.32416185552615
2019_03_MIA_DAL,0,81,2.159877118934713,2.1647929179720347
2019_03_NO_SEA,1,82,1.9421668538777836,1.9481523893638504
2019_03_NYG_TB,2,86,3.240790614875601,3.249664742231534
2019_03_NYJ_NE,4,73,2.628095067839213,2.594477356876619
2019_03_OAK_MIN,4,61,2.5449353699310397,2.528892793019519
2019_03_PIT_SF,0,66,3.5369824561958554,3.528404821501967
2019_03_TEN_JAX,3,86,1.9305597972858906,1.93572841119167
2019_04_CAR_HOU,3,78,3.3646281351619676,3.358985863427098
2019_04_CIN_PIT,1,77,2.3805080282861946,2.3309632047604727
2019_04_CLE_BAL,2,72,3.070519622800683,3.0916069040167025
2019_04_DAL_NO,1,71,1.5178948977175875,1.513275940020131
2019_04_JAX_DEN,2,76,2.160624385455725,2.1596198094284915
2019_04_KC_DET,1,87,2.277437458451508,2.280779953532961
2019_04_LAC_MIA,0,61,2.2569996270267265,2.217261994653514
2019_04_MIN_CHI,0,77,2.3467173642199404,2.3449681647728644
2019_04_NE_BUF,4,90,2.2522900624818143,2.1922267079835627
2019_04_OAK_IND,1,81,2.9075104307368287,2.9072874872680514
2019_04_PHI_GB,2,87,2.452630001504968,2.4617954908486652
2019_04_SEA_ARI,4,72,2.4923198686604358,2.497723051678027
2019_04_TB_LA,1,113,3.4190328074198146,3.4319454990132336
2019_04_TEN_ATL,0,88,2.2444612069069354,2.245442613824297
2019_04_WAS_NYG,0,67,3.404004110520203,3.4178124699890144
2019_05_ARI_CIN,4,74,1.6555915964468397,1.614799742002407
2019_05_ATL_HOU,0,83,3.7717787913848535,3.780184027507966
2019_05_BAL_PIT,4,71,2.6968421505346356,2.6787383200804937
2019_05_BUF_TEN,3,70,1.9554608398204383,1.9480535067244096
2019_05_CHI_OAK,2,68,2.0356736392345702,2.029346285122916
2019_05_CLE_SF,3,59,2.9443739257697064,2.8973883422247653
2019_05_DEN_LAC,3,72,3.0615732690530244,3.064277682623006
2019_05_GB_DAL,1,88,2.8107719916252965,2.804709903482995
2019_05_IND_KC,1,76,1.9626892758875534,1.9684433651166502
2019_05_JAX_CAR,4,86,2.9295200425985755,2.928237223409258
2019_05_LA_SEA,1,79,2.289069653787589,2.295421196757897
2019_05_MIN_NYG,2,74,2.065210852369498,2.042456927731703
2019_05_NE_WAS,2,82,2.1999006916463437,2.1394288605650735
2019_05_NYJ_PHI,4,67,3.505978030428608,3.537062426867742
2019_05_TB_NO,2,77,2.6077805502256566,2.6106464670662657
2019_06_ATL_ARI,3,80,1.9008754218443342,1.8695885123529163
2019_06_CAR_TB,3,96,2.471148617049155,2.4690517851302043
2019_06_CIN_BAL,4,78,1.855325588871139,1.8665716290757028
2019_06_DAL_NYJ,3,77,2.300234873250042,2.30887997452887
2019_06_DET_GB,4,77,2.4932729160308327,2.5020273734809986
2019_06_HOU_KC,1,83,2.504235381980926,2.5250851949250808
2019_06_NO_JAX,3,71,1.5668793166722,1.5670862009839563
2019_06_NYG_NE,1,77,4.920025963484305,4.883298491391344
2019_06_PHI_MIN,0,75,3.1311164157657543,3.1268492311057083
2019_06_PIT_LAC,4,66,2.704423179272162,2.7078266070543857
2019_06_SEA_CLE,2,81,2.8555693417844963,2.851036870391072
2019_06_SF_LA,3,63,2.867715318393025,2.831664642225984
2019_06_TEN_DEN,3,73,1.8814546709771842,1.8805668227103256
2019_06_WAS_MIA,1,74,1.9406274459704902,1.964891496544569
2019_07_ARI_NYG,0,74,2.662859437692331,2.6719168965754965
2019_07_BAL_SEA,2,70,4.181532100196301,4.161090827195852
2019_07_HOU_IND,2,83,2.3562621622533158,2.3597181720438094
2019_07_JAX_CIN,0,86,3.6424786964809965,3.6426005972820557
2019_07_KC_DEN,3,74,2.763292181113564,2.7588069936734074
2019_07_LAC_TEN,1,72,2.7534569278984486,2.7514193381365963
2019_07_LA_ATL,0,77,2.351413149741554,2.3482283907297075
2019_07_MIA_BUF,1,68,2.2417514851166005,2.2313052470333523
2019_07_MIN_DET,3,81,2.155893644748658,2.1623105041351067
2019_07_NE_NYJ,1,78,2.646421460831236,2.598229331028208
2019_07_NO_CHI,4,97,1.5083328114604992,1.5103629907929772
2019_07_OAK_GB,3,66,4.349081217143182,4.327978817754978
2019_07_PHI_DAL,3,62,3.4209723657955644,3.4092393267561443
2019_07_SF_WAS,0,40,2.4050277089931966,2.412911658952175
2019_08_ARI_NO,4,81,1.7946159840722107,1.7870869341749036
2019_08_CAR_SF,0,69,3.5081387112517626,3.480330878083409
2019_08_CIN_LA,1,86,2.981112607961977,2.9530556234362413
2019_08_CLE_NE,3,76,2.2998115188897907,2.279147052727863
2019_08_DEN_IND,4,69,1.6403868545480325,1.6404745537505765
2019_08_GB_KC,0,80,2.060906106946829,2.075453658312787
2019_08_LAC_CHI,1,70,2.9688199122339576,2.9681080075151027
2019_08_MIA_PIT,0,79,2.8955210977127974,2.884799405588884
2019_08_NYG_DET,0,81,3.567196154209797,3.54410830904906
2019_08_NYJ_JAX,0,78,2.715064461907241,2.7090535292058036
2019_08_OAK_HOU,4,76,2.1741624421987504,2.1517216862370545
2019_08_PHI_BUF,2,73,2.1728529581604636,2.180804190985757
2019_08_SEA_ATL,0,76,1.8886836557969786,1.886859502230258
2019_08_TB_TEN,3,87,2.1811683503993464,2.1807001143987956
2019_08_WAS_MIN,2,55,3.193111071906328,3.181917889081786
2019_09_CHI_PHI,0,70,1.6581804484552156,1.6619034887922588
2019_09_CLE_DEN,0,71,2.2773793958501654,2.2821183254907065
2019_09_DAL_NYG,2,86,3.576536532801357,3.572595949084128
2019_09_DET_OAK,2,76,3.2004512809412793,3.1706389772278216
2019_09_GB_LAC,4,70,1.3117544975791056,1.3198171135820889
2019_09_HOU_JAX,4,87,2.4422534826628532,2.444565909886151
2019_09_IND_PIT,3,75,4.101265594278594,4.094331234423264
2019_09_MIN_KC,2,79,1.607069852643753,1.6087499875238829
2019_09_NE_BAL,4,74,3.0882072679877783,3.089855211874018
2019_09_NYJ_MIA,3,84,2.0541166680356917,2.0373709520029393
2019_09_SF_ARI,3,67,2.723155284259334,2.7165543969634767
2019_09_TB_SEA,2,94,2.170314239503708,2.1770149183264156
2019_09_TEN_CAR,4,79,2.8470076193643017,2.8484142669022097
2019_09_WAS_BUF,4,52,1.9828884782765148,1.9777059204066585
2019_10_ARI_TB,3,102,2.998539234551023,3.0019956956049247
2019_10_ATL_NO,2,88,1.90334957933945,1.935963823425527
2019_10_BAL_CIN,1,58,6.279398025794298,6.224289914620413
2019_10_BUF_CLE,4,84,1.746893624780052,1.7482670682619437
2019_10_CAR_GB,1,80,2.0055391839891805,2.0133248393244445
2019_10_DET_CHI,3,79,2.0319908703889737,2.023767442409327
2019_10_KC_TEN,2,78,2.905329451919332,2.909258465716228
2019_10_LAC_OAK,2,71,3.72395459254701,3.759619653370224
