season,dropback_player_id,player,games_with_dropbacks,dropbacks,raw_epa_db,adjusted_epa_db,resampled_rate_p025,resampled_rate_p975,status
2021,00-0023459,A.Rodgers,16,575,0.2454105399813608,0.24746651508940123,0.12128298624087891,0.3606264214279955,conditional_game_resampling
2021,00-0033873,P.Mahomes,17,732,0.21685355293687633,0.22270593706322375,0.08948321814797537,0.36333935272855655,conditional_game_resampling
2021,00-0019596,T.Brady,17,749,0.18969692790376538,0.19585244793228163,0.0784639184700792,0.30578230673823387,conditional_game_resampling
2021,00-0026498,M.Stafford,17,639,0.18870602678440676,0.19019744788458262,0.04412202975379645,0.342024650290726,conditional_game_resampling
2021,00-0031503,J.Winston,7,189,0.17640939461179106,0.18793561303187956,-0.1067933491177785,0.5293986795353122,conditional_game_resampling
2021,00-0033077,D.Prescott,16,646,0.1747638616553894,0.1733085365873516,0.012086779144219092,0.33761890597579164,conditional_game_resampling
2021,00-0031345,J.Garoppolo,15,473,0.16170716328576917,0.1662771796538487,0.0370481083587039,0.3063806258379543,conditional_game_resampling
2021,00-0036442,J.Burrow,16,589,0.17189148327793238,0.16384331204176147,-0.010010808906160162,0.3344119110679729,conditional_game_resampling
2021,00-0034857,J.Allen,17,718,0.1694755403924239,0.16152467213588917,0.05315273919147165,0.2806831926838685,conditional_game_resampling
2021,00-0036355,J.Herbert,17,738,0.16830672505465066,0.15997852882665375,0.04015169118416258,0.2714085354779877,conditional_game_resampling
2021,00-0035228,K.Murray,14,541,0.141771051842629,0.14538417308171572,0.01630322173880619,0.28013679374406664,conditional_game_resampling
2021,00-0029604,K.Cousins,16,599,0.11496711499529964,0.11737066310640483,-0.0031583661794212037,0.23539514823434107,conditional_game_resampling
2021,00-0027688,C.McCoy,4,108,0.1204509084758495,0.11064945415244615,-0.5672640105150353,0.4446534543101568,conditional_game_resampling
2021,00-0031237,T.Bridgewater,14,472,0.12195715137231268,0.10903275496701866,-0.02557872878163668,0.2477123627125875,conditional_game_resampling
2021,00-0036389,J.Hurts,15,506,0.07888053268675206,0.07062727108185823,-0.08179183396260588,0.21189796167578978,conditional_game_resampling
2021,00-0036972,M.Jones,17,563,0.06428146271768716,0.05729058078368998,-0.06831423629444061,0.19789774935794002,conditional_game_resampling
2021,00-0034796,L.Jackson,12,465,0.05929467725504312,0.05691565450872163,-0.1009237898949615,0.22768811817775111,conditional_game_resampling
2021,00-0036212,T.Tagovailoa,13,425,0.06355245989819558,0.053814131348158,-0.0778307870940649,0.1658982788155525,conditional_game_resampling
2021,00-0029701,R.Tannehill,17,596,0.058443336310658796,0.04402039817324323,-0.09498441500932135,0.1945955352352855,conditional_game_resampling
2021,00-0031280,D.Carr,17,680,0.0441017522075729,0.04242042160306291,-0.07603313811004817,0.17250303434844075,conditional_game_resampling
2021,00-0029263,R.Wilson,14,456,0.032767406702589666,0.03685649850266755,-0.11485306361440759,0.20648168530535488,conditional_game_resampling
