season,dropback_player_id,player,games_with_dropbacks,dropbacks,raw_epa_db,adjusted_epa_db,resampled_rate_p025,resampled_rate_p975,status
2024,00-0034796,L.Jackson,17,538,0.3561102266771941,0.3588684323041635,0.21117170959243364,0.5323229757924667,conditional_game_resampling
2024,00-0034857,J.Allen,16,539,0.3040652582034279,0.298413823198998,0.1673469621550111,0.4284332858810617,conditional_game_resampling
2024,00-0033106,J.Goff,17,581,0.2768966901125485,0.27920961332396343,0.11381612049215777,0.4501307093126688,conditional_game_resampling
2024,00-0036212,T.Tagovailoa,11,425,0.219826041910234,0.2123380792086253,0.044017239991461045,0.369871799454248,conditional_game_resampling
2024,00-0034855,B.Mayfield,17,651,0.19647018320846746,0.19267754604277407,0.04750465540628514,0.33968881471720636,conditional_game_resampling
2024,00-0037834,B.Purdy,15,525,0.1861996255929451,0.1875341832772741,0.041544081342943,0.32917770338284635,conditional_game_resampling
2024,00-0036442,J.Burrow,17,721,0.1682198397154229,0.17459353669270178,0.08005284229122964,0.26311405747997935,conditional_game_resampling
2024,00-0039910,J.Daniels,17,597,0.17647557330061447,0.17257832029050424,0.057411977445065744,0.2872443824772535,conditional_game_resampling
2024,00-0033873,P.Mahomes,16,652,0.15872140298057782,0.16220231427256926,0.0776301723193782,0.24803160852347217,conditional_game_resampling
2024,00-0036389,J.Hurts,15,437,0.17210530873670965,0.15718201579914556,0.02396741211403514,0.29046848142115084,conditional_game_resampling
2024,00-0036264,J.Love,15,451,0.13093308199596546,0.1454654454995711,0.03725397969445163,0.2731589854652937,conditional_game_resampling
2024,00-0036355,J.Herbert,17,573,0.1299377747100899,0.13311218290329835,0.005900193846838368,0.25897371886683107,conditional_game_resampling
2024,00-0031280,D.Carr,10,295,0.14173068846485964,0.1271666658769083,0.03477121623239887,0.26027741812580507,conditional_game_resampling
2024,00-0035228,K.Murray,17,611,0.11112866282585251,0.11969299049092842,0.014135663663577663,0.24486474210284315,conditional_game_resampling
2024,00-0039917,M.Penix,5,113,0.13637290062024185,0.1084855633405282,0.014620478070166146,0.2594606783483662,conditional_game_resampling
2024,00-0034869,S.Darnold,17,620,0.08547244439175553,0.08597456399378117,-0.050650740147007454,0.21070027833809402,conditional_game_resampling
2024,00-0026498,M.Stafford,16,547,0.07085317489102459,0.08462855433765856,-0.048564514085657956,0.23473735667145068,conditional_game_resampling
2024,00-0036945,J.Fields,7,195,0.06957010982898659,0.06805144415025444,-0.03647099783874926,0.16875655130485318,conditional_game_resampling
2024,00-0039732,B.Nix,17,640,0.060870424645737144,0.05716213615550547,-0.09440719423654217,0.21468243108938778,conditional_game_resampling
2024,00-0029604,K.Cousins,14,480,0.03569401167191674,0.0421759953327161,-0.11110862485683233,0.1920075785911739,conditional_game_resampling
2024,00-0030565,G.Smith,17,650,0.036766105043327994,0.03776857633360542,-0.02376734475162338,0.09908417898293799,conditional_game_resampling
2024,00-0038579,A.O'Connell,9,255,0.027284441131216756,0.02173111893896727,-0.11895532280185718,0.1561771146189552,conditional_game_resampling
2024,00-0036971,T.Lawrence,10,314,0.0026471266126993943,0.011030155785187462,-0.1646317896119776,0.1922625231596395,conditional_game_resampling
2024,00-0029263,R.Wilson,11,387,0.00809830214803406,0.008615626646882958,-0.1310628771222493,0.16151995103032163,conditional_game_resampling
2024,00-0023459,A.Rodgers,17,640,0.005133624415305617,0.004924904299525079,-0.13993797861237955,0.14382921774700547,conditional_game_resampling
2024,00-0036972,M.Jones,10,290,-0.004154375718358076,-0.002356781891092413,-0.2145484143708236,0.17093763509156884,conditional_game_resampling
2024,00-0034771,M.Rudolph,8,249,0.011924693871847553,-0.002423080058044421,-0.14042910910439746,0.14912626496295092,conditional_game_resampling
2024,00-0039851,D.Maye,13,416,0.0029518088013363608,-0.002539104573184071,-0.142248608863787,0.12465403928712296,conditional_game_resampling
2024,00-0026158,J.Flacco,7,269,0.01505675798759039,-0.00871817824794254,-0.16613063754511712,0.139863087563791,conditional_game_resampling
2024,00-0039163,C.Stroud,17,620,-0.007046942018444787,-0.0153604259425333,-0.12409833380272245,0.08676139702073185,conditional_game_resampling
2024,00-0039150,B.Young,14,450,-0.025236829942169022,-0.020111881998672462,-0.20860118228750665,0.14618291450257975,conditional_game_resampling
